,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_places,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL31757A'}],Jonathan Emmett ; illustrated by Vanessa Cabban.,"['Cabban, Vanessa, 1971- ill.']",,,,[516422],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Mole's friends help him look for a new home, but no place seems just right.",['[E]'],1st U.S. ed.,,,,,['Fiction.'],,,['2584295'],,['3251095'],['076362554X'],,,/books/OL3693882M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:26:09.830721,5,['PZ7.E696 No 2005'],['2003069621'],,,,,,,,,['54392744'],,1 v. (unpaged) :,,,mau,2005,"['Cambridge, Mass']",['Candlewick Press'],5,,,,,,"['Home -- Fiction.', 'Moles (Animals) -- Fiction.', 'Animals -- Fiction.']",,,No place like home,,/type/edition,,,,,,,
0,[{'key': '/authors/OL34423A'}],Harold Coyle.,,,,,"[6759892, 1442989]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['Fiction.'],['IA130520'],,['1765245'],,['3082302'],['076530547X'],,,/books/OL3694340M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T16:57:39.023337,10,['PS3553.O948 T48 2004'],['2003071107'],,,,/type/text,"""A Tom Doherty Associates book.""",351.0,theyaresoldiers00coyl,,['53971779'],,351 p. ;,,,nyu,2004,['New York'],['Forge'],10,,"['marc:marc_records_scriblio_net/part14.dat:158382878:1178', 'ia:theyaresoldiers00coyl']","['United States', 'Virginia', 'Middle East']",,,"['Americans -- Middle East -- Fiction', 'Jewish-Arab relations -- Fiction', 'Palestinian Arabs -- Fiction', 'Microbiologists -- Fiction', 'Terrorism -- Fiction', 'Soldiers -- Fiction', 'United States -- National Guard -- Fiction', 'Virginia -- Fiction']",,,They are soldiers,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol055/2003071107.html', 'http://www.loc.gov/catdir/description/hol053/2003071107.html']","['http://www.loc.gov/catdir/bios/hol055/2003071107.html', 'http://www.loc.gov/catdir/description/hol053/2003071107.html']",,,,[{'key': '/works/OL14959870W'}]
0,[{'key': '/authors/OL406839A'}],Sheldon Metcalfe.,,,,,[1274751],,/type/datetime,2008-04-01T03:28:50.625462,,,,['808.5/1'],5th ed.,,,,,,,,['3947619'],,['1992529'],['0534606601'],,,/books/OL3695457M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:47:30.094484,6,['PN4129.15 .M48 2004'],['2003100396'],,,,/type/text,Includes bibliographical references and index.,400.0,,,['54510295'],,"xxi, 400 p. :",,,at ,2004,"['Southbank, Victoria, Australia', 'Belmont, CA']","['Thomson, Wadsworth']",6,,,,,,['Public speaking.'],,,Building a speech,,/type/edition,,,,,,,[{'key': '/works/OL2766221W'}]
0,[{'key': '/authors/OL231035A'}],Judy Delton.,,,,,[1197029],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Angel, whose active imagination always causes her to expect the worst, is given many new things to worry about when her stepfather plans to move the family to Greece for the summer.",['[Fic]'],,,,,,,,,['2577950'],,['5483065'],['0395910064'],,,/books/OL369572M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:26:09.830721,7,['PZ7.D388 Anf 1999'],['98030237'],,,,,,143.0,,,['39539503'],,143 p. :,,,mau,1999,['Boston'],['Houghton Mifflin'],7,,,['Greece'],,,"['Stepfamilies -- Fiction.', 'Vacations -- Fiction.', 'Imagination -- Fiction.', 'Greece -- Fiction.']",,,Angel spreads her wings,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hm022/98030237.html'],['http://www.loc.gov/catdir/description/hm022/98030237.html'],,,,[{'key': '/works/OL1926916W'}]
0,[{'key': '/authors/OL23759A'}],created by Linda Ellerbee.,,,,,"[1065541, 50371]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Casey Smith, an intrepid eleven-year-old journalist, revives her middle school's defunct newspaper and investigates what looks like an environmental pollution cover-up at the local paper mill.",['[Fic]'],1st ed.,,,,,['Fiction.'],['IA147205'],['girlreporterblow00elle'],"['3847044', '39564']",,['3960'],"['0060282452', '0064407551']",,,/books/OL36974M,[{'key': '/languages/eng'}],/type/datetime,2014-04-05T18:40:52.592459,18,['PZ7.E42845 Gh 2000'],['99023451'],,,,/type/text,"""Ages 8-12""--cover p. [4].",195.0,girlreporterblow00elle,,,,195 p. :,,,nyu,2000,['New York'],['HarperTrophy'],18,"['Get real ;', '#1']",['ia:girlreporterblow00elle'],,,,"['Journalism -- Fiction.', 'Newspapers -- Fiction.', 'Schools -- Fiction.', 'Pollution -- Fiction.']",,,Girl reporter blows lid off town!,,/type/edition,,,,,,,[{'key': '/works/OL16328208W'}]
0,[{'key': '/authors/OL221734A'}],Tom Dolby.,,,,,[505549],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,['Fiction.'],['IA119118'],,['3079032'],,['69429'],['075820616X'],,,/books/OL3697503M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T17:19:35.848217,9,['PS3604.O43 T47 2004'],['2003108441'],,,,,,262.0,troubleboynovel00dolb,,['54432381'],,262 p. ;,,,nyu,2004,['New York'],['Kensington Books'],9,,,['New York (N.Y.)'],,,"['Screenwriters -- Fiction', 'Gay men -- Fiction', 'New York (N.Y.) -- Fiction']",a novel,,The trouble boy,,/type/edition,,,,,,,[{'key': '/works/OL1852616W'}]
0,[{'key': '/authors/OL1520162A'}],by Miles David Moore.,,,,,[1667985],,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],1st ed.,,,,,,,,['2001324'],,,['0915380560'],,,/books/OL3698436M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:26:09.830721,6,['PS3563.O62625 R65 2004'],['2003112319'],,,,/type/text,Poems.,71.0,,,['56359142'],,71 p. :,,,dcu,2004,"['Washington, D.C']",['Word Works'],6,['Capital Collection'],,,,,,,,Rollercoaster,,/type/edition,,,,,,,[{'key': '/works/OL6041882W'}]
0,,edited by Elizabeth R. Wollheim and Sheila E. Gilbert.,"['Wollheim, Elizabeth R.', 'Gilbert, Sheila E.']",,,,[503668],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.0876608'],,,,,,,,,['147845'],,['169974'],['0756400708'],,,/books/OL3701114M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:55:13.479429,4,['PS648.F3 F355 2002'],['2003267186'],,,,,,421.0,,,['49781341'],"['30th anniversary DAW fantasy', 'DAW fantasy 30th anniversary']","xxii, 421 p. ;",,,nyu,2002,['New York'],['DAW Books'],4,"['DAW books collectors ;', 'no. 1222']",,,,,"['Fantasy fiction, American.', 'Fantasy fiction, English.']",,"[{'value': ""Sow's ear-silk purse / Andre Norton"", 'type': '/type/text'}, {'value': 'The rebuke / Michael Shea', 'type': '/type/text'}, {'value': 'Persian eyes / Tanith Lee', 'type': '/type/text'}, {'value': 'Coronach of the bell / Christopher Stasheff', 'type': '/type/text'}, {'value': 'Ending and beginning / Jennifer Roberson', 'type': '/type/text'}, {'value': 'After midnight / Mercedes Lackey', 'type': '/type/text'}, {'value': ""Nightfall's promise / Mickey Zucker Reichert"", 'type': '/type/text'}, {'value': 'We two may meet / Tanya Huff', 'type': '/type/text'}, {'value': 'The sacrifice / Melanie Rawn', 'type': '/type/text'}, {'value': 'Heart-healer / Deborah J. Ross', 'type': '/type/text'}, {'value': 'A perfect day in Valdemar / Larry Dixon', 'type': '/type/text'}, {'value': 'Draconis ex machina / Irene Radford', 'type': '/type/text'}, {'value': 'The hamlet / Marjorie B. Kellogg', 'type': '/type/text'}, {'value': 'Moonlover and the fountain of blood / Jane Fancher', 'type': '/type/text'}, {'value': 'The memory of stone / Michelle West', 'type': '/type/text'}, {'value': 'The huntsman / Fiona Patton', 'type': '/type/text'}, {'value': 'Linked, on the lake of souls / Kristen Britain', 'type': '/type/text'}, {'value': ""It's about squirrels"", 'type': '/type/text'}, {'value': '/ Lynn Abbey.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Fantasy DAW 30th anniversary,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1429855A'}],Michelle Tea.,,,,,[838434],,/type/datetime,2008-04-01T03:28:50.625462,,,,"['813/.6', 'B']",1st Seal Press ed.,,,,,['Biography.'],,,['109173'],,['302690'],['1580050735'],,,/books/OL3702191M,[{'key': '/languages/eng'}],/type/datetime,2014-07-31T08:47:25.176775,8,['PS3570.E15 Z47 2002'],['2003268767'],,,,,,331.0,chelseawhistle00team,,['50501523'],,331 p. ;,,,nyu,2002,"['New York', '[s.l.]']","['Seal Press', 'Distributed by Publishers Group West']",8,,['ia:chelseawhistle00team'],"['Chelsea (Mass.)', 'United States']",,['20th century'],"['Tea, Michelle -- Childhood and youth.', 'Tea, Michelle -- Homes and haunts -- Massachusetts -- Chelsea.', 'Authors, American -- 20th century -- Biography.', 'Lesbians -- United States -- Biography.', 'Chelsea (Mass.) -- Social life and customs.']",,,The Chelsea whistle,,/type/edition,,,,,,,[{'key': '/works/OL5832553W'}]
0,[{'key': '/authors/OL1399851A'}],Jude Fisher.,,,,,[503678],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.92'],,,,,,,['IA178601'],['sorceryrising00fish'],['2134976'],,['188083'],['075640083X'],,,/books/OL3702498M,[{'key': '/languages/eng'}],/type/datetime,2012-05-05T08:33:19.824819,9,['PR6106.I84 S67 2002'],['2003269274'],,,,,,469.0,sorceryrising00fish,,['50126172'],,469 p. :,,,nyu,2002,['New York'],['DAW Books'],9,"[""Fool's gold ;"", 'bk. 1', 'DAW book collectors ;', 'no. 1227']",['ia:sorceryrising00fish'],,,,,,,Sorcery rising,,/type/edition,,,,,,,[{'key': '/works/OL5753826W'}]
0,[{'key': '/authors/OL5986723A'}],George Du Maurier.,,,,,[770492],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.8'],,,,,,['Fiction.'],,,['1971558'],,['140676'],['1551115743'],,,/books/OL3702766M,[{'key': '/languages/eng'}],/type/datetime,2011-11-09T07:59:05.612084,8,['PR4634 .T7 2003'],['2003269687'],,,,,,447.0,,,,,"x, 447 p. :",,,onc,2003,"['Peterborough, Ont', 'Orchard Park, NY']",['Broadview Press'],8,,['marc:marc_loc_updates/v39.i45.records.utf8:4201406:955'],['Paris (France)'],,,"[""Artists' models -- Fiction."", 'Women singers -- Fiction.', 'Hypnotism -- Fiction.', 'Artists -- Fiction.', 'Paris (France) -- Fiction.']",,,Trilby,,/type/edition,,,,,,,[{'key': '/works/OL1940393W'}]
0,[{'key': '/authors/OL1521575A'}],Andrew Geyer.,,,,,[695937],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,['Fiction.'],,,['2308128'],,['1320352'],['0896724964'],,,/books/OL3703732M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:57:44.465491,6,['PS3607.E93 W46 2003'],['2003271334'],,,,,,181.0,,,['52004808'],,"viii, 181 p. ;",,,txu,2003,"['Lubbock, Tex']",['Texas Tech University Press'],6,,,['South America'],,,"['Americans -- South America -- Fiction.', 'Male friendship -- Fiction.', 'South America -- Social life and customs -- Fiction.']",,"[{'value': 'Ring around the moon', 'type': '/type/text'}, {'value': 'God & son', 'type': '/type/text'}, {'value': 'Trust Jesus', 'type': '/type/text'}, {'value': 'Second coming', 'type': '/type/text'}, {'value': 'Samson four', 'type': '/type/text'}, {'value': 'Last train to Machu Picchu', 'type': '/type/text'}, {'value': 'Tea with Jesus', 'type': '/type/text'}, {'value': 'Slow light', 'type': '/type/text'}, {'value': 'Moonlight', 'type': '/type/text'}, {'value': 'Looking for a miracle', 'type': '/type/text'}, {'value': 'Four smiles of Señora de Vega', 'type': '/type/text'}, {'value': ""Earline's combustion"", 'type': '/type/text'}, {'value': 'Leslie pictured', 'type': '/type/text'}, {'value': 'Someone to watch over me', 'type': '/type/text'}, {'value': 'The hat', 'type': '/type/text'}, {'value': 'Flight of doves.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Whispers in dust and bone,,/type/edition,,,,,,,[{'key': '/works/OL6045541W'}]
0,[{'key': '/authors/OL37908A'}],Launi K. Anderson.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"While traveling from Iowa to Utah with her family and a company of Mormon pioneers in 1856, Clarissa trades a prized treasure for food to nourish her sick little brother.",['[Fic]'],,,,,,,,,['1516010'],,,['1573454168'],,,/books/OL372110M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:26:09.830721,4,['PZ7.A54375 Cn 1998'],['98033731'],,,,/type/text,"""Cinnamon Tree.""",84.0,,,['39625104'],,"84 p., map ;",,,utu,1998,"['Salt Lake City, Utah']",['Deseret Book Co.'],4,['The Latter-Day daughters series'],,,,,"['Mormons -- Fiction.', 'Frontier and pioneer life -- Fiction.']",,,Clarissa's heart,,/type/edition,,,,,,,[{'key': '/works/OL536563W'}]
0,[{'key': '/authors/OL187031A'}],David Foster.,,,,,[1608979],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,,['Fiction.'],,,['1537807'],,['3008199'],['0863223117'],,,/books/OL3727550M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T19:05:52.429450,6,['PR9619.3.F6 L36 2003'],['2003374058'],,,,,,204.0,,,['52194642'],,204 p. :,,,enk,2003,['London'],['Brandon'],6,,,['Ireland'],,,['Ireland -- Fiction.'],as narrated by the angel depicted in Madonna con Bambino e due angeli by Filippo Lippi,,land where stories end,The ,/type/edition,,,,,,,[{'key': '/works/OL1665070W'}]
0,[{'key': '/authors/OL4366712A'}],"edited, introduced, and with a bibliography by Christopher Murray.","['Murray, Christopher.']",,,,[377798],,/type/datetime,2008-04-01T03:28:50.625462,,,,"['822/.914', 'B']",,,,,,"['Diaries.', 'Interviews.']",,,['410564'],,['2229830'],['0571200699'],,,/books/OL3727617M,[{'key': '/languages/eng'}],/type/datetime,2011-05-20T22:06:41.909907,7,['PR6056.R5 Z467 1999'],['2003374154'],,,,/type/text,Includes bibliographical references (p. 186-190) and index.,202.0,,,,,"xxii, 202 p. ;",,,enk,1999,"['London', 'New York']",['Faber and Faber'],7,,['marc:marc_records_scriblio_net/part14.dat:190014648:1265'],['Ireland'],,['20th century'],"['Friel, Brian -- Diaries', 'Friel, Brian -- Interviews', 'Dramatists, Irish -- 20th century -- Interviews', 'Dramatists, Irish -- 20th century -- Diaries', 'Drama -- Technique', 'Playwriting', 'Ireland -- In literature']","essays, diaries, interviews, 1964-1999",,Brian Friel,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol059/2003374154.html', 'http://www.loc.gov/catdir/description/hol053/2003374154.html']","['http://www.loc.gov/catdir/bios/hol059/2003374154.html', 'http://www.loc.gov/catdir/description/hol053/2003374154.html']",,,,[{'key': '/works/OL103922W'}]
0,[{'key': '/authors/OL321624A'}],Jean-Claude Pinson.,,,,,[2183970],,/type/datetime,2008-04-01T03:28:50.625462,,,,['841/.9109'],,,,,,,,,['4321721'],,['9075083'],['2876733579'],,,/books/OL3736710M,[{'key': '/languages/fre'}],/type/datetime,2010-08-03T19:08:19.090437,6,['PQ441 .P564 2002'],['2003402802'],,,,/type/text,Includes bibliographical references and index.,267.0,,,['51177320'],,267 p. ;,,,fr ,2002,['Seyssel'],['Champ Vallon'],6,['Recueil'],,,,['20th century'],['French poetry -- 20th century -- History and criticism.'],nouveaux essais sur la poésie contemporaine,,Sentimentale et naïve,,/type/edition,,,,,,,[{'key': '/works/OL2364363W'}]
0,[{'key': '/authors/OL24818A'}],Simon Callow.,,,,,[378495],,/type/datetime,2008-04-01T03:28:50.625462,,,,['822.3/3'],,,,,,,,,['538390'],,['2259235'],['0571214061'],,,/books/OL3747084M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T19:09:08.343189,5,['PR2810 .C325 2002'],['2003427859'],,,,,,110.0,,,,"['Henry IV, part 1']","vii, 110 p. ;",,,enk,2002,['London'],['Faber and Faber'],5,['Actors on Shakespeare'],,,,,"['Shakespeare, William, 1564-1616.', 'Shakespeare, William, 1564-1616 -- Characters -- Falstaff.', 'Henry IV, King of England, 1367-1413 -- In literature.', 'Acting.']",,,"Henry IV, part I",,/type/edition,,,,,,,[{'key': '/works/OL14871413W'}]
0,[{'key': '/authors/OL1140197A'}],Diane Keating.,,,,,[1865846],,,,,,,['811/.54'],,,,,,,,,['3712145'],,,['1550966243'],,,/books/OL3747497M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:57:01.928754,5,['PR9199.3.K4113 Y43 2001'],['2003428517'],,,,,,169.0,,,,,"ix, 169 p. :",,,onc,2001,['Toronto'],['Exile Editions'],5,,,,,,,new and selected poems,,year one,The ,/type/edition,,,,,,,[{'key': '/works/OL5151097W'}]
0,[{'key': '/authors/OL1122551A'}],written by Harriet Ziefert ; illustrated by Emily Bolam.,"['Bolam, Emily, ill.']",,,,[257676],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When Clara does not want to get dressed, her mother encourages her to make the meanest, ugliest, scariest faces in the mirror while she assists the girl in putting on her clothes.",['[E]'],,,,,,,,,['528176'],,['391512'],['0395923247'],,,/books/OL374776M,[{'key': '/languages/eng'}],/type/datetime,2014-05-17T15:30:44.209484,8,['PZ8.3.Z47 Cl 1999'],['98036603'],,,,,,,,,['39545610'],,1 v. (unpaged) :,,,mau,1999,"['Boston, Mass']",['Houghton Mifflin'],8,,,,,,"['Clothing and dress -- Fiction.', 'Stories in rhyme.']",,,Clara Ann Cookie,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hm022/98036603.html'],['http://www.loc.gov/catdir/description/hm022/98036603.html'],,,,[{'key': '/works/OL14968470W'}]
0,[{'key': '/authors/OL604641A'}],by Theresia M. Quigley.,,,,,[2099597],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],,,['2578064'],,,['1894372166'],,,/books/OL3748489M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:26:09.830721,6,['PR9199.3.Q53 I13 2002'],['2003430426'],,,,,,268.0,,,['50023945'],,268 p. ;,,,nkc,2002,"['Saint John, N.B']",['Dreamcatcher Pub.'],6,,,['Japan'],,,"['World War, 1939-1945 -- Japan -- Fiction.', 'World War, 1939-1945 -- Personal narratives, German -- Fiction.']",,,I cry for innocence,,/type/edition,,,,,,,[{'key': '/works/OL3579829W'}]
0,[{'key': '/authors/OL24132A'}],by Barbara Bottner ; illustrated by Denise Brunkus.,"['Brunkus, Denise, ill.']",,,,"[2360754, 168581]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"All Lulu can think about is her solo role in her ballet recital, unitl she realizes that she has hurt her younger sister.",['[E]'],,,,,,['Fiction.'],,,['3056408'],,['1689918'],['0307463303'],,,/books/OL37487M,[{'key': '/languages/eng'}],/type/datetime,2010-06-23T05:16:01.460176,5,['PZ7.B6586 Mai 2000'],['99024650'],,,,,,48.0,,,,,48 p. :,,,nyu,2000,['New York'],['Golden Books'],5,['Road to reading.'],['marc:marc_records_scriblio_net/part28.dat:6501739:864'],,,,"['Ballet -- Fiction', 'Sisters -- Fiction', 'Behavior -- Fiction']",,,Marsha is only a flower,,/type/edition,,,,,,,[{'key': '/works/OL103043W'}]
0,[{'key': '/authors/OL1537259A'}],Harvey Sawler.,,,,,[4318376],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,['Fiction.'],,,['5052706'],,,['1894263537'],,,/books/OL3748830M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T13:26:09.830721,6,['PR9199.4.S365 P46 2001'],['2003430936'],,,,,,294.0,,,['48417106'],,294 p. ;,,,onc,2001,"['Burnstown, Ont']",['General Store'],6,,,['Boston (Mass.)'],,,"['Bartenders -- Fiction.', 'Boston (Mass.) -- Fiction.']",,,The penguin man,,/type/edition,,,,,,,[{'key': '/works/OL6070521W'}]
0,[{'key': '/authors/OL727237A'}],Gilles Mayné.,,,,,[2174872],,,,,,,['848/.91209'],,,,,,,,,['932613'],,,['2844460410'],,,/books/OL3749635M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:57:01.928754,5,['PQ2603.A695 Z785 2003'],['2003432542'],,,,/type/text,Includes bibliographical references (p. 349-351).,351.0,,,['51942218'],['Georges Bataille'],351 p. ;,,,fr ,2003,['Paris'],['Descartes'],5,,,,,,"['Bataille, Georges, 1897-1962 -- Criticism and interpretation.', 'Erotic literature -- History and criticism.', 'Eroticism in literature.']",applications pratiques à l'étude de textes littéraires,,"Georges Bataille, l'érotisme et l'écriture",,/type/edition,,,,,,,[{'key': '/works/OL3973718W'}]
0,[{'key': '/authors/OL234101A'}],"Gerry Cox, Carol MacDaniels.","['MacDaniels, Carol, 1949-']",,,,[3736859],,/type/datetime,2008-04-01T03:28:50.625462,,,,['810.9/9782'],,,,,,,,,['4558943'],,['719873'],['1886225354'],,,/books/OL375043M,[{'key': '/languages/eng'}],/type/datetime,2010-07-28T22:05:05.331819,5,['PS283.N2 C69 1998'],['98036889'],,,,/type/text,Includes indexes.,270.0,,,,,"x, 270 p. :",,,nbu,1998,"['Lincoln, Neb']",['Dageforde Pub.'],5,,,"['Nebraska', 'Nebraska.']",,,"['American literature -- Nebraska -- Bio-bibliography.', 'Authors, American -- Homes and haunts -- Nebraska.', 'Nebraska -- Intellectual life.', 'Nebraska -- In literature.', 'Nebraska -- Bibliography.']",,,Guide to Nebraska authors,,/type/edition,,,,,,,[{'key': '/works/OL1951987W'}]
0,[{'key': '/authors/OL234217A'}],Michael Hetzer.,,,,,[427713],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],['IA180801'],['forbiddenzonenov00hetz_0'],['1060135'],,['49640'],['0684854082'],,,/books/OL375249M,[{'key': '/languages/eng'}],/type/datetime,2012-07-26T09:21:00.174170,8,['PS3558.E7992 F67 1999'],['98037107'],,,,,,394.0,forbiddenzonenov00hetz_0,,,,394 p. :,,,nyu,1999,"['New York, NY']",['Simon & Schuster'],8,,"['marc:marc_records_scriblio_net/part27.dat:86296854:759', 'marc:marc_loc_updates/v35.i10.records.utf8:3046140:951', 'ia:forbiddenzonenov00hetz_0']","['Soviet Union', 'Russia']",,['1985-1991'],"['Americans -- Russia -- Fiction', 'Glasnost -- Fiction', 'Soviet Union -- History -- 1985-1991 -- Fiction']",a novel,,The forbidden zone,,/type/edition,,,,,,,[{'key': '/works/OL1952883W'}]
0,[{'key': '/authors/OL81829A'}],Tim Parks.,,,,,[275332],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,,['Fiction.'],,,['5044072'],,['409287'],"['043620598X', '0436206145']",,,/books/OL3753944M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T19:11:40.760231,5,['PR6066.A6957 J79 2003b'],['2003446603'],,,,,,442.0,,,,,442 p. ;,,,enk,2003,['London'],['Secker & Warburg'],5,,,['Great Britain'],,,"['Blacks -- Great Britain -- Fiction.', 'Truthfulness and falsehood -- Fiction.', 'Middle-aged men -- Fiction.', 'Midlife crisis -- Fiction.', 'Judges -- Fiction.']",,,Judge Savage,,/type/edition,,,,,,,[{'key': '/works/OL927156W'}]
0,[{'key': '/authors/OL39212A'}],Harold Pinter.,,,,,[377171],,/type/datetime,2008-04-01T03:28:50.625462,,,,['822/.914'],,,,,,,,,['1223644'],,['61355'],['0571178448'],,,/books/OL3754664M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T19:13:52.003272,6,['PR6066.I53 A6 1991b'],['2003447712'],,,,,,386.0,,,,"['Plays 1', 'Harold Pinter--plays 1', 'Harold Pinter--plays']","xiv, 386 p. ;",,,enk,1991,['London'],['Faber and Faber'],6,"['Contemporary classics', 'Contemporary classics (London, England)']","['marc:marc_records_scriblio_net/part14.dat:215218372:1001', 'marc:marc_loc_updates/v37.i01.records.utf8:2177681:1006']",,,,['20th century drama texts'],,"[{'title': 'Introduction : writing for the theatre', 'type': {'key': '/type/toc_item'}}, {'title': 'The birthday party', 'type': {'key': '/type/toc_item'}}, {'title': 'The room', 'type': {'key': '/type/toc_item'}}, {'title': 'The dumb waiter', 'type': {'key': '/type/toc_item'}}, {'title': 'A slight ache', 'type': {'key': '/type/toc_item'}}, {'title': 'The hothouse', 'type': {'key': '/type/toc_item'}}, {'title': 'A night out', 'type': {'key': '/type/toc_item'}}, {'title': 'The black and white', 'type': {'key': '/type/toc_item'}}, {'title': 'The examination.', 'type': {'key': '/type/toc_item'}}]",Plays one,,/type/edition,,,,,['Plays.'],,[{'key': '/works/OL550866W'}]
0,[{'key': '/authors/OL1468726A'}],Andrés Casanova.,,,,,,,,,,,,['863/.7'],,,,,,,,,['5737214'],,,['9591103158'],,,/books/OL3755494M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:57:01.928754,4,['PQ7390.C269 J38 2001'],['2003449124'],,,,,,162.0,,,,,162 p. ;,,,cu ,2001,['Santiago de Cuba'],['Editorial Oriente'],4,,,,,,,,,jaula de los goces,La ,/type/edition,,,,,,,[{'key': '/works/OL5933020W'}]
0,[{'key': '/authors/OL1540492A'}],Fernando Aínsa.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['863/.60998'],1. ed.,,,,,,,,['3493803'],,['8433210'],['847733627X'],,,/books/OL3757984M,[{'key': '/languages/spa'}],/type/datetime,2010-08-03T19:15:00.650729,5,['PQ7082.N7 A352 2003'],['2003456744'],,,,/type/text,Includes bibliographical references (p. [119]-122).,124.0,,,,,124 p. ;,,,sp ,2003,"['Zaragoza, España']",['Prensas Universitarias de Zaragoza'],5,"['Colección Textos docentes ;', '95', 'Colección de textos docentes ;', '95.']",,,,['20th century'],['Spanish American fiction -- 20th century -- History and criticism.'],del espacio vivido al espacio del texto,,Narrativa hispanoamericana del siglo XX,,/type/edition,,,,,,,[{'key': '/works/OL6075874W'}]
0,,ce cahier a été dirigé par Albert Bensoussan.,"['Bensoussan, Albert.', 'Vargas Llosa, Mario, 1936-']",,,,[2176426],,,,,,,['863/.64'],,,,,,,,,['4629328'],,,['2851970933'],,,/books/OL3763239M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T04:57:01.928754,3,['PQ8498.32.A65 Z7165 2003'],['2003469541'],,,,/type/text,"Includes bibliographical references (p. 376-381).
Includes a selection of essays by Mario Vargas Llosa: p. 39-129.",385.0,,,['52214194'],,"385 p., [8] p. of plates :",,,fr ,2003,['Paris'],"[""Editions de l'Herne""]",3,"[""L'herne ;"", '79']",,,,,"['Vargas Llosa, Mario, 1936- -- Criticism and interpretation.']",,,Mario Vargas Llosa,,/type/edition,,,,,,,
