,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.amazon,identifiers.amazon.co.uk_asin,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subject_times,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1357784A'}],by Odysseus Tsagarakis.,,,,,[4236138],,,,,,['883/.01'],,,,,,,,,,['4880753'],,,['3515036407'],,,/books/OL3205856M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:40:28.696427,4,['PA4175 .T78 1982'],['83111329'],,,,/type/text,Bibliography: p. [153]-155.,170.0,,,,,170 p. ;,,,gw ,1982,['Wiesbaden'],['Franz Steiner'],4,"['Hermes.', 'Heft 46']",,['Greece.'],['To 1500.'],,"['Homer -- Technique.', 'Epic poetry, Greek -- History and criticism.', 'Literary form -- History -- To 1500.', 'Oral tradition -- Greece.', 'Rhetoric, Ancient.']",,,Form and content in Homer,,/type/edition,,,,,,,[{'key': '/works/OL5624438W'}]
0,[{'key': '/authors/OL74099A'}],Robert Bringhurst.,,,,,"[5527613, 4236173]",/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['5806118'],,['582825'],['0771016603'],,,/books/OL3208503M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:16:45.699085,5,['PR9199.3.B6935 A6 1982'],['83114603'],,,,,,159.0,,,,,159 p. :,,,onc,1982,['Toronto'],['McClelland and Stewart'],5,['The Modern Canadian poets'],,,,,,"selected poems, 1972-82",,beauty of the weapons,The ,/type/edition,,,,,,,[{'key': '/works/OL854078W'}]
0,[{'key': '/authors/OL2623461A'}],Arthur C. Clarke.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st ed.,,,,,,,,,['4988441'],,['7132'],['0932096190'],,,/books/OL3209719M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:26:19.606226,7,['PR6005.L36 A616 1982b'],['83116101'],,,,,,303.0,,,['9441877'],"['Two thousand ten.', 'Odyssey two.']","303 p., [1] leaf of plates :",,,miu,1982,"['Huntington Woods, Mich']",['Phantasia Press'],7,,"['marc:marc_records_scriblio_net/part16.dat:139739327:679', 'marc:marc_loc_updates/v36.i12.records.utf8:1673564:685']",,,,,odyssey two,,2010,,/type/edition,,,,,,,[{'key': '/works/OL17413W'}]
0,[{'key': '/authors/OL1360092A'}],von Horst Jürgen Wiegand.,,,,,[4236684],,,,,,['842/.7'],,,,,,,,,,['7222580'],,,['3416017056'],,,/books/OL3212243M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:40:28.696427,4,['PQ2297 .W53 1982'],['83119513'],,,,/type/text,"Bibliography: p. 198-213.
Originally presented as the author's thesis (doctoral--Universität Bremen, 1982)",213.0,,,,,213 p. ;,,,gw ,1982,['Bonn'],['Bouvier'],4,"['Abhandlungen zur Kunst-, Musik- und Literaturwissenschaft,', 'Bd. 330']",,['Rhine River'],,,"['Hugo, Victor, 1802-1885.', 'Hugo, Victor, 1802-1885.', 'Rhine River -- In literature.']","""Le Rhin"" (1842/45), ""Les Burgraves"" (1843)",,Victor Hugo und der Rhein,,/type/edition,,,,,,,[{'key': '/works/OL5629261W'}]
0,[{'key': '/authors/OL70404A'}],Rosario Hiriart.,,,,,[4236727],,,,,,['861/.62'],,,,,,,,,,['3817986'],,,['8400049152'],,,/books/OL3214032M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:40:28.696427,4,['PQ6613.I36 Z68 1981'],['83121822'],,,,/type/text,Bibliography: p. 249-254.,255.0,,,,,"255 p., [12] p. of plates :",,,sp ,1981,['Zaragoza'],"['Diputación Provincial, Institución ""Fernando el Católico""']",4,"['Temas aragoneses ;', '40', 'Publicación 823 de la Institución ""Fernando el Católico""', 'Publicación ... de la Institución ""Fernando el Católico"" ;', 'no. 823.']",,,,,"['Gil, Ildefonso Manuel -- Criticism and interpretation.']",Ildefonso-Manuel Gil,,poeta en el tiempo,Un ,/type/edition,,,,,,,[{'key': '/works/OL827632W'}]
0,,compiled from the pages of Olomeinu by Yaakov Fruchter ; edited for publication by Nosson Scherman ; illustrated by Yosef Dershowitz.,"['Fruchter, Yaakov.', 'Scherman, Nosson.', 'Dershowitz, Yosef, ill.', 'Torah Umesorah, Inc.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['[Fic]'],1st ed.,,,,,,,,,['545058'],,['460198'],['0899067506'],,['0899067511'],/books/OL3227535M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:19:08.693334,3,['PZ5 .B429 1981'],['83139059'],,,,/type/text,At head of title: Our world = ʻOlamenu.,,,,,"['Our world (Torah Umesorah, Inc.)']",v. <1-2   > :,,,nyu,1981,"['Brooklyn, N.Y', 'New York, N.Y']","['Mesorah Publications', 'Torah Umesorah, National Society for Hebrew Day Schools']",3,['ArtScroll youth series'],,,,,"[""Children's stories, American."", 'Jewish fiction.', 'Jews -- Fiction.', 'Short stories.']",,"[{'value': ""bk. 1. Stories for all year 'round"", 'type': '/type/text'}, {'value': 'bk. 2. Shabbos and other stories.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Best of Olomeinu,The ,/type/edition,,,,,,,
0,,edited by Patrick Cheney and Lauren Silberman.,"['Cheney, Patrick Gerard, 1949-', 'Silberman, Lauren.']",,,,[1539145],/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.3'],,,,,,,,,,['634109'],,,['0813121264'],,,/books/OL32286M,[{'key': '/languages/eng'}],/type/datetime,2010-04-13T16:52:09.935341,3,['PR2364 .W67 2000'],['99013690'],,,,/type/text,Includes bibliographical references (p. [249]-272) and index.,288.0,,,,,"viii, 288 p. ;",,,kyu,2000,['Lexington'],['University Press of Kentucky'],3,['Studies in the English Renaissance'],,['England'],['16th century.'],,"['Spenser, Edmund, 1552?-1599 -- Criticism and interpretation.', 'Literature and society -- England -- History -- 16th century.', 'Literature and society -- History -- 16th century.']",explorations in the early Modern Age,,Worldmaking Spenser,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1326972A'}],Friedrich Wilhelm Korff.,,,,,[4239098],,,,,,['833/.914'],,,,,,,,,,['4555879'],,,['3446135480'],,,/books/OL3240415M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:40:28.696427,4,['PT2671.O684 A93 1983'],['83155263'],,,,,,201.0,,,,,201 p. ;,,,gw ,1983,['München'],['C. Hanser'],4,,,,,,,Erzählungen,,Auswege,,/type/edition,,,,,,,[{'key': '/works/OL5551219W'}]
0,[{'key': '/authors/OL628070A'}],by Kole Omotoso.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['822/.009/9729'],,,,,,,,,,['5242355'],,['7940685'],"['0901241423', '0901241431']",,,/books/OL3240796M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:21:19.070599,4,['PR9205.3 .O48 1982'],['83155714'],,,,/type/text,"Bibliography: p. 165-166.
Includes index.",173.0,,,,,"173 p., [8] p. of plates :",,,enk,1982,['London'],['New Beacon'],4,,,"['Caribbean Area', 'West Indies', 'Caribbean, English-speaking.', 'West Indies.']",,,"['Caribbean drama (English) -- History and criticism.', 'West Indian drama (English) -- History and criticism.', 'Theater -- Caribbean, English-speaking.', 'Theater -- West Indies.', 'Caribbean Area -- In literature.', 'West Indies -- In literature.']",a study of the drama and theatre of the English-speaking Caribbean,,theatrical into theatre,The ,/type/edition,,,,,,,[{'key': '/works/OL3658370W'}]
0,[{'key': '/authors/OL893576A'}],by Hazel B. Durnell.,,,,,[4239857],,,,,,['810/.9'],,,,,,,,,,['3734001'],,,['4590006847'],,,/books/OL3251471M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:42:07.978668,4,['PS159.J3 D87 1983'],['83168862'],,,,/type/text,"Bibliography: p. 297-300.
Includes index.",305.0,,,,,"xix, 305 p. :",,,ja ,1983,['Tokyo'],['Hokuseido Press'],4,,,"['Japan.', 'United States.']",,,"['American literature -- Japanese influences.', 'Japanese literature -- History and criticism.', 'Japan in literature.', 'Theater -- Japan.', 'Theater -- United States.']",,,Japanese cultural influences on American poetry and drama,,/type/edition,,,,,,,[{'key': '/works/OL4478311W'}]
0,[{'key': '/authors/OL145224A'}],Der Stricker ; herausgegeben von Michael Resler.,"['Resler, Michael.']",,,,"[4240144, 3866198, 2208203]",/type/datetime,2008-04-01T03:28:50.625462,,,,['831/.2'],,,,,,,,,,"['4614519', '4107231']",,['3516636'],"['348421192X', '3484201924']",,,/books/OL3252221M,[{'key': '/languages/gmh'}],/type/datetime,2010-07-31T14:22:07.004551,5,['PT1653 .D3 1983'],['83169846'],,,,/type/text,"Bibliography: p. xvii-xx.
Includes Middle High German text of Daniel von dem blühenden Tal.
Includes index.",364.0,,,,,"xx, 364 p. ;",,,gw ,1983,['Tübingen'],['Niemeyer'],5,"['Altdeutsche Textbibliothek,', 'Nr. 92']",,,,,['Arthurian romances.'],,,Daniel von dem blühenden Tal,,/type/edition,,,,,,,[{'key': '/works/OL1407893W'}]
0,[{'key': '/authors/OL153631A'}],Willy Kramp.,,,,,,,,,,,"['833/.912', 'B']",,,,,,,,,,['4855213'],,,['3600300725'],,,/books/OL3256298M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:42:07.978668,3,['PT2621.R2 Z477 1981'],['83175112'],,,,,,213.0,,,,,213 p. ;,,,gw ,1981,['Freiburg'],['F.H. Kerle'],3,,,,['20th century'],,"['Kramp, Willy, 1909-', 'Authors, German -- 20th century -- Biography.']",Augenblicke meines Lebens,,Wintermai und Sommerschnee,,/type/edition,,,,,,,[{'key': '/works/OL1455748W'}]
0,[{'key': '/authors/OL130114A'}],Walter Gunzert.,,,,,,,,,,,"['831/.6', 'B']",,,,,,,,,,['3769832'],,,['379290120X'],,,/books/OL3276164M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:42:07.978668,4,['PT2130.D3 G84 1982'],['83199366'],,,,,,367.0,,,,,367 p. :,,,gw ,1982,['Darmstadt'],['E. Roether'],4,,,['Darmstadt (Germany)'],"['18th century', '19th century']",,"['Goethe, Johann Wolfgang von, 1749-1832 -- Homes and haunts -- Germany -- Darmstadt.', 'Authors, German -- 18th century -- Biography.', 'Authors, German -- 19th century -- Biography.', 'Darmstadt (Germany) -- Intellectual life.', 'Darmstadt (Germany) -- Biography.']","Portraits, Kulturbilder, Dokumente zwischen 1770 und 1830",,Darmstadt zur Goethezeit,,/type/edition,,,,,,,[{'key': '/works/OL1284614W'}]
0,[{'key': '/authors/OL1387634A'}],written by Chris Auer ; illustrated by Amy Wummer.,"['Wummer, Amy, ill.']",,,,[2365251],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When Molly gets lost in a museum during a school field trip, she finds a guard who talks to her about a painting of the Good Shepherd while they wait for her teacher to come for her.",['[Fic]'],,,,,['Fiction.'],,,,,['838165'],,['8534145'],['0310708265'],,,/books/OL3288327M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:26:19.606226,6,['PZ7.A9113 Mol 2005'],['2004000192'],,,,,,,,,['54500272'],['Molly and the Good Shepherd'],1 v. (unpaged) :,,,miu,2005,"['Grand Rapids, Mich']",['Zonderkidz'],6,,,,,,"['Jesus Christ -- Art -- Fiction.', 'Lost children -- Fiction.', 'School field trips -- Fiction.', 'Museums -- Fiction.', 'Conduct of life -- Fiction.']",,,Molly & the Good Shepherd,,/type/edition,,,,,,,[{'key': '/works/OL5701656W'}]
0,[{'key': '/authors/OL1056152A'}],Richard Peck.,,,,,[575477],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"In rural Indiana in 1904, fifteen-year-old Russell's dreams of quitting school and joining a wheat threshing crew are disrupted when his older sister takes over the teaching at his one-room schoolhouse after mean, old Myrt Arbuckle ""hauls off and dies.""",['[Fic]'],,,,,['Fiction.'],,,,,['434420'],,['284119'],['0803727364'],,,/books/OL3290043M,[{'key': '/languages/eng'}],/type/datetime,2014-04-06T03:00:14.831410,12,['PZ7.P338 Te 2004'],['2004004361'],,,,,,190.0,isbn_9780803727366,,,,190 p. ;,,,nyu,2004,['New York'],['Dial Books'],12,,"['marc:marc_records_scriblio_net/part15.dat:10125642:997', 'marc:marc_loc_updates/v35.i20.records.utf8:15084487:1100', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:63540614:2514', 'marc:marc_loc_updates/v40.i08.records.utf8:6433246:1191']",['Indiana'],['20th century'],,"['Education -- Fiction', 'Teachers -- Fiction', 'Country life -- Indiana -- Fiction', 'Humorous stories', 'Indiana -- History -- 20th century -- Fiction']",a comedy in three parts,,The teacher's funeral,,/type/edition,,,,,,,[{'key': '/works/OL55369W'}]
0,[{'key': '/authors/OL1388358A'}],by Geoffrey Grahn.,,,,,[278566],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Granville looks like an ordinary town, but a turn of the page reveals that the pizza cooks are actually building a dinosaur, and many other things are not as they appear.",['[E]'],1st ed.,,,,['Fiction.'],,,,,['297055'],,['2405164'],['0439574951'],,,/books/OL3290414M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:26:19.606226,7,['PZ7.G7612 Wh 2005'],['2004005195'],,,,/type/text,"""A guessing book by Geoffrey Grahn""--Cover.",,,,['54694523'],['What is going on in there?'],1 v. (unpaged) :,,,nyu,2005,['New York'],['Orchard Books'],7,,,,,,"['Cities and towns -- Fiction.', 'Visual perception.']",,,What's going on in there?,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/schol051/2004005195.html'],['http://www.loc.gov/catdir/description/schol051/2004005195.html'],,,,[{'key': '/works/OL5706181W'}]
0,,illustrated by Tommy Stubbs.,"['Stubbs, Tommy, ill.', 'Awdry, W.']",,,,[232025],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When Percy and the other locomotives report seeing ghosts at Rolf's Castle, Thomas takes a look for himself.",['[E]'],1st ed.,,,,['Fiction.'],,,,,['836426'],,['192024'],['0375813934'],,,/books/OL3290645M,[{'key': '/languages/eng'}],/type/datetime,2014-04-06T03:48:47.106647,8,['PZ7 .T36945942 2004'],['2004005782'],,,,/type/text,"""Based on the Railway Series by the Rev. W. Awdry.""",,thomascastlethom00wrev,,['54753523'],,1 v. (unpaged) :,,,nyu,2004,['New York'],['Random House'],8,['Thomas & friends'],"['marc:marc_records_scriblio_net/part15.dat:10747018:1117', 'marc:marc_loc_updates/v37.i09.records.utf8:2904097:1115']",,,,"['Railroads -- Trains -- Fiction', 'Ghosts -- Fiction']",,,Thomas and the castle,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/random055/2004005782.html', 'http://www.loc.gov/catdir/description/random053/2004005782.html']","['http://www.loc.gov/catdir/bios/random055/2004005782.html', 'http://www.loc.gov/catdir/description/random053/2004005782.html']",,,,
0,[{'key': '/authors/OL226126A'}],Margaret Drabble.,,,,,[115742],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st Harvest ed.,,,,['Fiction.'],,,,,['296245'],,['237611'],['0156029359'],,,/books/OL3291224M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:33:22.121346,6,['PR6054.R25 N44 2004'],['2004007300'],,,,,,427.0,,,,,"xvi, 427 p. ;",,,flu,2004,['Orlando'],['Harcourt'],6,['A Harvest book'],,['England'],,,"['Custody of children -- Fiction.', 'Separated people -- Fiction.', 'Single mothers -- Fiction.', 'Slums -- Fiction.', 'England -- Fiction.']",,,needle's eye,The ,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/har051/2004007300.html', 'http://www.loc.gov/catdir/samples/har051/2004007300.html', 'http://www.loc.gov/catdir/description/har051/2004007300.html']","['http://www.loc.gov/catdir/bios/har051/2004007300.html', 'http://www.loc.gov/catdir/samples/har051/2004007300.html', 'http://www.loc.gov/catdir/description/har051/2004007300.html']",,,,[{'key': '/works/OL1888808W'}]
0,[{'key': '/authors/OL1388816A'}],Margo Lanagan.,,,,,"[34045, 34044]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Provides glimpses of the dark side of civilization and the beauty of the human spirit through ten short stories that explore significant moments in people's lives, events leading to them, and their consequences.",['[Fic]'],1st HarperCollins/Eos ed.,,,,['Fiction.'],['IA130724'],,,,"['1234852', '3194158']",,['47393'],"['0060743905', '0060743913']",,,/books/OL3291736M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T22:21:29.965575,10,['PZ7.L216 Bl 2005'],['2004008715'],,,,/type/text,"First published: Australia : Allen & Unwin Publishers, 2004.",201.0,blackjuice00lana,,,,201 p. ;,,,nyu,2005,['New York'],['Eos'],10,,"['marc:marc_records_scriblio_net/part15.dat:11923810:1210', 'marc:marc_loc_updates/v35.i12.records.utf8:3438945:1210', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:65212026:3922', 'marc:marc_loc_updates/v37.i22.records.utf8:11178626:1431', 'ia:blackjuice00lana']",,,,"[""Children's stories"", 'Interpersonal relations -- Fiction', 'Conduct of life -- Fiction', 'Short stories']",,"[{'title': 'Singing my sister down', 'type': {'key': '/type/toc_item'}}, {'title': ""My lord's man"", 'type': {'key': '/type/toc_item'}}, {'title': 'Red nose day', 'type': {'key': '/type/toc_item'}}, {'title': 'Sweet Pippit', 'type': {'key': '/type/toc_item'}}, {'title': 'House of the many', 'type': {'key': '/type/toc_item'}}, {'title': 'Wooden bride', 'type': {'key': '/type/toc_item'}}, {'title': 'Earthly uses', 'type': {'key': '/type/toc_item'}}, {'title': 'Perpetual light', 'type': {'key': '/type/toc_item'}}, {'title': 'Yowlinin', 'type': {'key': '/type/toc_item'}}, {'title': 'Rite of spring.', 'type': {'key': '/type/toc_item'}}]",Black juice,,/type/edition,,,,,,,[{'key': '/works/OL5708757W'}]
0,[{'key': '/authors/OL1388930A'}],Jan Brogan.,,,,,[691790],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,['Fiction.'],['IA142107'],['confidentialsour00brog'],,,['2968856'],,['1439100'],['0892960078'],,,/books/OL3292038M,[{'key': '/languages/eng'}],/type/datetime,2011-12-17T09:36:42.925753,9,['PS3608.A5465 C665 2005'],['2004009441'],,,,,,326.0,confidentialsour00brog,,,,"viii, 326 p. ;",,,nyu,2005,['New York'],['Mysterious Press'],9,,"['marc:marc_records_scriblio_net/part15.dat:12254404:764', 'marc:marc_loc_updates/v37.i04.records.utf8:2348585:825', 'marc:marc_loc_updates/v38.i07.records.utf8:2711492:928', 'ia:confidentialsour00brog']",['Rhode Island'],,,"['Businessmen -- Crimes against -- Fiction', 'Investigative reporting -- Fiction', 'Women journalists -- Fiction', 'Witnesses -- Fiction', 'Rhode Island -- Fiction']",,,A confidential source,,/type/edition,,,,,,,[{'key': '/works/OL5709527W'}]
0,[{'key': '/authors/OL1389027A'}],Celia Wilkins ; illustrations by Dan Andreasen.,"['Andreasen, Dan, ill.']",,,,"[50355, 24301]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"After achieving her dream of becoming a teacher in her small farm town of Concord, Wisconsin, in 1857, seventeen-year-old Caroline Quiner, who will become the mother of Laura Ingalls Wilder, begins a courtship with Charles Ingalls, a bachelor farmer who aspires to move west.",['[Fic]'],1st ed.,,,,"['Juvenile fiction.', 'Fiction.']",,,,,"['1466424', '543358']",,['305182'],"['0060270098', '0064407365']",,,/books/OL3292320M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:34:18.671242,5,['PZ7.W648498 Lk 2005'],['2004010141'],,,,/type/text,"Ages 8-12.
""The Caroline years""--P. [1] of cover.",320.0,,,,,320 p. :,,,nyu,2005,['New York'],['HarperCollins'],5,['Little house'],,['Wisconsin'],['19th century'],,"['Ingalls, Caroline Lake Quiner -- Juvenile fiction.', 'Ingalls, Caroline Lake Quiner -- Fiction.', 'Wilder, Laura Ingalls 1867-1957 -- Family -- Fiction.', 'Teachers -- Fiction.', 'Courtship -- Fiction.', 'Farm life -- Wisconsin -- Fiction.', 'Wisconsin -- History -- 19th century -- Fiction.']",,,little house of their own,A ,/type/edition,,,,,,,[{'key': '/works/OL5709927W'}]
0,[{'key': '/authors/OL1389336A'}],Hugh Ormsby-Lennon.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['823/.914', 'B']",,,,,,,,,,['439146'],,,['1930901216'],,,/books/OL3293248M,[{'key': '/languages/eng'}],/type/datetime,2011-04-29T12:26:19.606226,6,['PR6070.R4 Z83 2005'],['2004012498'],,,,/type/text,Includes bibliographical references and index.,,,,['55615900'],,p. cm.,,,ie ,2005,"['Dublin', 'Bethesda, MD']",['Maunsel'],6,"['Irish research series ;', '16']","['marc:marc_records_scriblio_net/part15.dat:13548435:988', 'marc:marc_loc_updates/v38.i06.records.utf8:7049131:988']",,,,"['Trevor, William, 1928- -- Criticism and interpretation', 'Trevor, William, 1928- -- Technique', 'Characters and characteristics in literature', 'Point-of-view (Literature)', 'Short story']",reading William Trevor's stories,,Fools of fiction,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip0418/2004012498.html'],['http://www.loc.gov/catdir/toc/ecip0418/2004012498.html'],,,,[{'key': '/works/OL5711665W'}]
0,,edited and with an introduction by Harold Bloom.,"['Bloom, Harold.']",,,,"[4739355, 4243722]",/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.8'],,,,,,,,,,['1472300'],,['9519693'],['0791078922'],,,/books/OL3293770M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:35:57.936569,5,['PR5238 .C49 2004'],['2004013703'],,,,/type/text,"Includes bibliographical references and index.
""Works by Christina Rossetti"": p. 113-114.
""Works about Christina Rossetti"": p. 115-116.
""Comprehensive research and study guide.""",122.0,,,,,122 p. ;,,,pau,2004,['Philadelphia'],['Chelsea House Publishers'],5,"[""Bloom's major poets""]",,['England'],['19th century.'],,"['Rossetti, Christina Georgina, 1830-1894 -- Criticism and interpretation.', 'Women and literature -- England -- History -- 19th century.']",,,Christina Rossetti,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip0419/2004013703.html'],['http://www.loc.gov/catdir/toc/ecip0419/2004013703.html'],,,,
0,,compiled by Pam Rosenberg ; illustrated by Patrick Girouard.,"['Rosenberg, Pam.', 'Girouard, Patrick.']",,,,[1982666],/type/datetime,2008-04-01T03:28:50.625462,,,,['818/.602'],,,,,['Juvenile humor.'],,,,,['3698591'],,,['1592962793'],,,/books/OL3295031M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T11:45:57.267671,5,['PN6231.F66 R67 2005'],['2004016859'],,,,,,24.0,,,['56012304'],,24 p. :,,,mnu,2005,"['Chanhassen, MN']","[""Child's World""]",5,['Laughing matters'],"['marc:marc_records_scriblio_net/part15.dat:15494671:716', 'marc:marc_loc_updates/v38.i04.records.utf8:4675776:723']",,,,"['Food -- Juvenile humor', 'Riddles, Juvenile']",,,Food jokes,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1390008A'}],by Andrew Winston.,,,,,[738218],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,['Fiction.'],['IA138503'],['loopednovel00wins'],,,['793543'],,['248948'],['0972456295'],,,/books/OL3295174M,[{'key': '/languages/eng'}],/type/datetime,2011-10-08T14:21:08.132119,7,['PS3623.I665 L66 2005'],['2004017188'],,,,,,409.0,loopednovel00wins,,,,409 p. ;,,,ilu,2005,['Chicago'],['Agate'],7,,['ia:loopednovel00wins'],['Chicago (Ill.)'],,,"['City and town life -- Fiction.', 'Sexual orientation -- Fiction.', 'Race relations -- Fiction.', 'Chicago (Ill.) -- Fiction.']",a novel,,Looped,,/type/edition,,,,,,,[{'key': '/works/OL5714988W'}]
0,[{'key': '/authors/OL399457A'}],Amy Uyematsu.,,,,,[778152],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,,,['1609773'],,['1733822'],['1556592213'],,,/books/OL3296377M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T11:45:57.267671,7,['PS3571.Y66 S76 2005'],['2004020188'],,,,,,121.0,,,['60530678'],,"xiv, 121 p. ;",,,wau,2005,"['Port Townsend, Wash']",['Copper Canyon Press'],7,,,,,,,,,"Stone, bow, prayer",,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ecip0422/2004020188.html'],['http://www.loc.gov/catdir/toc/ecip0422/2004020188.html'],,,,[{'key': '/works/OL2728036W'}]
0,[{'key': '/authors/OL1388347A'}],Shelia P. Moses.,,,,,[438901],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Following her grandfather's death in rural North Carolina in 1947, twelve-year-old Pattie Mae learns more about her family after reading her grandmother's collection of obituaries and traveling to Harlem, New York, to find her uncle who has escaped from the Ku Klux Klan.",['[Fic]'],1st ed.,,,,['Fiction.'],['IA134717'],,,,['1070203'],,['386331'],['0689874316'],,,/books/OL3296504M,[{'key': '/languages/eng'}],/type/datetime,2011-10-01T10:53:38.387463,8,['PZ7.M8475 Ob 2005'],['2004020503'],,,,,,,returnofbuddybus00mose,,['63804860'],,p. cm.,,,nyu,2005,['New York'],['Margaret K. McElderry Books'],8,,['ia:returnofbuddybus00mose'],,,,"['Family -- Fiction.', 'African Americans -- Fiction.', 'Race relations -- Fiction.']",,,The obituary,,/type/edition,,,,,,,[{'key': '/works/OL5706135W'}]
0,[{'key': '/authors/OL1390841A'}],Pat Hughes.,,,,,"[244856, 244357]",/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Hockey has been Nick Taglio's life since he was five years old, so when a massive concussion benches him--possibly for good--everything seems to fall apart, including his schoolwork, his family relationships, his friendships, and his love life.",['[Fic]'],,,,,['Fiction.'],,,,,['420048'],,['607589'],"['038574675X', '0385909063']",,,/books/OL3297518M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T14:41:05.512242,5,['PZ7.H87374 Op 2005'],['2004023113'],,,,,,271.0,,,,,271 p. ;,,,nyu,2005,['New York'],['Wendy Lamb Books'],5,,,['Connecticut'],,,"['Hockey -- Fiction.', 'Brain -- Wounds and injuries -- Fiction.', 'High schools -- Fiction.', 'Schools -- Fiction.', 'Interpersonal relations -- Fiction.', 'Connecticut -- Fiction.']",,,Open ice,,/type/edition,,,,,,,[{'key': '/works/OL5718778W'}]
