,authors,by_statement,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,identifiers.oclc,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL770529A'}],Lisa Ress.,,,,,,,,,,['811/.54'],,,,,,,,['4460899'],,,,['0813910536'],,,/books/OL2857101M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:34:22.463721,3,['PS3568.E73 F54 1985'],['84019687'],,,,/type/text,Poems.,76.0,,,,,"xii, 76 p. ;",,,vau,1985,['Charlottesville'],['University Press of Virginia'],3,,,,,,,,Flight patterns,,,,/type/edition,,,,,,,[{'key': '/works/OL4109391W'}]
0,[{'key': '/authors/OL20452A'}],Kathleen E. Woodiwiss.,,,,[6269998],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['IA106014'],,['4910067'],,,,"['0816137897', '0816137900']",,,/books/OL2859770M,[{'key': '/languages/eng'}],/type/datetime,2012-01-26T22:39:18.473758,11,['PS3573.O625 R6 1985'],['84022512'],,,,/type/text,"Originally published: New York, N.Y. : Avon, 1982.
""Published in large print""--T.p. verso.",780.0,roseinwinter00wood,,,,780 p. ;,,,mau,1985,"['Boston, Mass']",['G.K. Hall'],11,,"['marc:marc_records_scriblio_net/part17.dat:64141920:727', 'marc:marc_loc_updates/v36.i04.records.utf8:4752030:717', 'ia:roseinwinter00wood']",,,['Large type books'],,,A rose in winter,,,,/type/edition,,,,,,,[{'key': '/works/OL59379W'}]
0,[{'key': '/authors/OL452308A'}],Lorna Martens.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['809.3'],,,,,,,,['1031479'],,['422225'],,['0521266564'],,,/books/OL2860437M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:39:51.553342,6,['PN3448.A8 M3 1985'],['84023216'],,,,/type/text,"Bibliography: p. 274-297.
Includes indexes.",307.0,,,,,"xi, 307 p. :",,,enk,1985,"['Cambridge [Cambridgeshire]', 'New York']",['Cambridge University Press'],6,,"['marc:marc_records_scriblio_net/part17.dat:64703830:874', 'marc:marc_loc_updates/v36.i49.records.utf8:1664089:976']",,,"['Autobiographical fiction -- History and criticism', 'Diaries -- History and criticism', 'Diary fiction, American -- History and criticism']",,,diary novel,The ,,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/cam031/84023216.html'],['http://www.loc.gov/catdir/description/cam031/84023216.html'],,,,[{'key': '/works/OL2961017W'}]
0,[{'key': '/authors/OL539583A'}],Jackson Mac Low.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,"['4410615', '405044']",,['207170'],,"['0930901274', '0930901282']",,,/books/OL2861041M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:39:51.553342,4,['PS3563.A31875 V5 1985'],['84023846'],,,,,,42.0,,,,,[42] p. ;,,,riu,1985,['Providence [RI]'],['Burning Deck'],4,,,,,,,,Virginia Woolf poems,The ,,,/type/edition,,,,,,,[{'key': '/works/OL3298121W'}]
0,[{'key': '/authors/OL184567A'}],Peter Gill.,"['Gill, Peter, 1939-']",,,[4194243],/type/datetime,2008-04-01T03:28:50.625462,,,,['822/.914'],,,,,,,,['4853469'],,['8879163'],,['0714528269'],,['0714528250'],/books/OL2861593M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:40:44.704556,5,['PR6057.I565 S6 1985'],['84024419'],,,,,,128.0,,,,,128 p. ;,,,enk,1985,"['London', 'New York', 'New York']","['M. Boyars', 'Distributed in the U.S. by Scribner']",5,,,,,,two plays,,"Small change ; and, Kick for touch",,,,/type/edition,,,,,['Small change'],,[{'key': '/works/OL1651101W'}]
0,[{'key': '/authors/OL577477A'}],Richard Lockridge.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],,,,,,,,['3864605'],,,,['081613832X'],,,/books/OL2862462M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,5,['PS3523.O245 P5 1985'],['84025337'],,,,,,294.0,,,['11517765'],,294 p. ;,,,mau,1985,"['Boston, Mass']",['G.K. Hall'],5,['G.K. Hall large print book series'],"['marc:marc_records_scriblio_net/part17.dat:66391427:818', 'marc:marc_loc_updates/v36.i04.records.utf8:4796495:823']",['New York (N.Y.)'],,"['Simmons, Bernard (Fictitious character) -- Fiction', 'Public prosecutors -- Fiction', 'Large type books', 'New York (N.Y.) -- Fiction']",,,A plate of red herrings,,,,/type/edition,,,,,,,[{'key': '/works/OL3465145W'}]
0,[{'key': '/authors/OL25793A'}],Bernard Cornwell.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,['Fiction.'],,,['3849480'],,['91822'],,['0140076557'],,,/books/OL2862585M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,6,['PR6053.O75 S52 1985'],['84025468'],,,,,,350.0,,,['11370091'],,350 p. :,,,nyu,1985,"['New York, N.Y']",['Penguin Books'],6,,['marc:marc_records_scriblio_net/part17.dat:66491790:953'],"['Great Britain', 'Portugal']","['19th century', 'Maria I, 1777-1816']","['Sharpe, Richard (Fictitious character) -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction', 'British -- Portugal -- Fiction', 'Great Britain -- History, Military -- 19th century -- Fiction', 'Portugal -- History -- Maria I, 1777-1816 -- Fiction']","the defense of Portugal, Christmas 1812",,Sharpe's enemy,,,,/type/edition,,,,,,,[{'key': '/works/OL23277W'}]
0,[{'key': '/authors/OL19010A'}],Howard Engel.,,,,[94019],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],['IA147313'],['suicidemurders00enge'],['1922412'],,['1040225'],,['0140077405'],,,/books/OL2863692M,[{'key': '/languages/eng'}],/type/datetime,2014-04-05T20:18:58.054116,7,['PR9199.3.E49 S9 1985'],['84026621'],,,,/type/text,"""A Benny Cooperman mystery.""",200.0,suicidemurders00enge,,,,200 p. ;,,,nyu,1985,"['New York, N.Y']",['Penguin Books'],7,,"['marc:marc_records_scriblio_net/part17.dat:67427219:848', 'ia:suicidemurders00enge']",['Ontario'],,"['Cooperman, Benny (Fictitious character) -- Fiction', 'Private investigators -- Ontario -- Fiction', 'Jewish men -- Fiction', 'Ontario -- Fiction']",,,The suicide murders,,,,/type/edition,,,,,,,[{'key': '/works/OL114918W'}]
0,[{'key': '/authors/OL412432A'}],Philippe Dupasquier.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"The top portion of each double page spread shows Sophie's father on a long sea voyage, while the bottom portion shows her activities at home as she is describing them in a series of letters.",['[E]'],,,,,,,,['765317'],,,,['0027331709'],,,/books/OL2864525M,[{'key': '/languages/eng'}],/type/datetime,2014-07-30T08:55:13.991444,6,['PZ7.D924 De 1985'],['84027505'],,,,,,24.0,deardaddy00dupa,,['11533230'],,[24] p. :,,,nyu,1985,['New York'],['Bradbury Press'],6,,['ia:deardaddy00dupa'],,,"['Fathers and daughters -- Fiction.', 'Family life -- Fiction.', 'Sea stories.']",,,Dear daddy--,,,,/type/edition,,,,,,,[{'key': '/works/OL2788926W'}]
0,[{'key': '/authors/OL18319A'}],Mark Twain ; edited by Walter Blair and Victor Fischer.,"['Blair, Walter, 1900-', 'Fischer, Victor, 1942-', 'Bancroft Library.']",,,"[324191, 4196726]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.4'],,,,,['Fiction.'],['IA147601'],['adventuresofhuc500twai'],"['171384', '171385']",,['3093889'],,"['0520053370', '0520055209']",,,/books/OL2867142M,[{'key': '/languages/eng'}],/type/datetime,2012-01-05T16:40:53.681576,8,['PS1305.A2 B53 1985'],['84040713'],,,,/type/text,"Bibliography: p. [431]-446.
""A publication of the Mark Twain project of the Bancroft Library.""",451.0,,,,,"xxii, 451 p. :",,,cau,1985,['Berkeley'],"['University of California Press, published in cooperation with the University of Iowa']",8,['The Mark Twain library'],"['marc:marc_records_scriblio_net/part17.dat:70334346:1683', 'ia:adventuresofhuc500twai']","['Mississippi River', 'Missouri']",,"['Finn, Huckleberry (Fictitious character) -- Fiction', 'Runaway children -- Fiction', 'Male friendship -- Fiction', 'Fugitive slaves -- Fiction', 'Race relations -- Fiction', 'Boys -- Fiction', 'Mississippi River -- Fiction', 'Missouri -- Fiction']",,,Adventures of Huckleberry Finn (Tom Sawyer's comrade),,,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/ucal041/84040713.html'],['http://www.loc.gov/catdir/toc/ucal041/84040713.html'],,['Adventures of Huckleberry Finn'],,[{'key': '/works/OL53908W'}]
0,[{'key': '/authors/OL1238920A'}],by Lyle Larsen.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['828/.02'],,,,,,,,['4847321'],,['5656271'],,['0899501613'],,,/books/OL2867771M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,5,['PR108 .L37 1985'],['84043205'],,,,/type/text,Includes index.,235.0,,,['12286648'],,"xi, 235 p. ;",,,ncu,1985,"['Jefferson, N.C']",['McFarland'],5,,,,,"['Authors, English -- Anecdotes.', 'Authors, American -- Anecdotes.', 'Authors, English -- Biography -- Dictionaries.', 'Authors, American -- Biography -- Dictionaries.', 'Authors, English -- Quotations.', 'Authors, American -- Quotations.']",observations of eminent literary figures by their contemporaries,,As others saw them,,,,/type/edition,,,,,,,[{'key': '/works/OL5370470W'}]
0,[{'key': '/authors/OL1239967A'}],by Rohan Koda ; translated by Chieko Irie Mulhern.,"['Mulhern, Chieko Irie.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['895.6/34'],,,,,,,,['672309'],,['9447942'],,['0804814996'],,,/books/OL2871475M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:50:57.811766,4,['PL810.O3 A25 1985'],['84052723'],,,,/type/text,"Translation of: Gojū no tō, Tai dokuro, and Higeotoko.",280.0,,,,"['Pagoda.', 'Skull.', 'Samurai.']",280 p. :,,,vtu,1985,"['Rutland, Vt']",['C.E. Tuttle'],4,,['marc:marc_records_scriblio_net/part17.dat:73937302:993'],['Japan'],,"['Kōda, Rohan, 1867-1947 -- Translations into English', 'Japan -- Social life and customs -- Fiction']",3 stories = [Goju no tō ; Tai dokuro ; Higeotoko],,Pagoda ; Skull ; & Samurai,,,,/type/edition,,,,,['Short stories.'],,[{'key': '/works/OL123494W'}]
0,[{'key': '/authors/OL242032A'}],by Gilbert Sorrentino.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['809/.04'],,,,,,,,['769710'],,['278031'],,['0865471770'],,,/books/OL2871996M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:51:50.664977,4,['PN771 .S623 1984'],['84060690'],,,,,,266.0,,,,,"viii, 266 p. ;",,,cau,1984,['San Francisco'],['North Point Press'],4,,,,['20th century'],"['Literature, Modern -- 20th century -- History and criticism.']",essays,,Something said,,,,/type/edition,,,,,,,[{'key': '/works/OL2009337W'}]
0,[{'key': '/authors/OL1079787A'}],Margaret Hasse ; graphics by Mike Lynch.,,,,[4198509],/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],,,,,,,,['3358818'],,['5812987'],,['089823056X'],,,/books/OL2872720M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,6,['PS3558.A7255 S83 1984'],['84061822'],,,,,,79.0,,,['11717520'],,79 p. :,,,mnu,1984,"['St. Paul, MN', 'Berkeley, CA']","['New Rivers Press', 'Distributed by Small Press Distribution']",6,"['Minnesota voices project ;', '#l9', 'Minnesota voices project ;', 'no. 19.']",,,,,,,"Stars above, stars below",,,,/type/edition,,,,,,,[{'key': '/works/OL4991474W'}]
0,[{'key': '/authors/OL21053A'}],by Wendell Berry.,,,,[4198800],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],Rev. ed.,,,,,['IA145224'],,['227273'],,['130238'],,['0865471843'],,,/books/OL2873033M,[{'key': '/languages/eng'}],/type/datetime,2011-11-03T03:11:54.387762,9,['PS3552.E75 N28 1985'],['84062306'],,,,,,180.0,nathancoulternov00berr,,['12118830'],,180 p. ;,,,cau,1985,['San Francisco'],['North Point Press'],9,,['ia:nathancoulternov00berr'],['Kentucky'],,"['Port William (Ky. : Imaginary place) -- Fiction.', 'Country life -- Fiction.', 'Kentucky -- Fiction.']",a novel,,Nathan Coulter,,,,/type/edition,,,,,,,[{'key': '/works/OL14862046W'}]
0,[{'key': '/authors/OL27630A'}],Stanley Elkin.,,,,"[4198808, 4198807, 4198556]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,"['1667815', '430604']",,,,"['0917453042', '0917453034', '0917453050']",,,/books/OL2873521M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:35:05.327504,4,['PS3555.L47 E2 1985'],['84063099'],,,,/type/text,Limited ed. of 500 copies.,104.0,,,,,"xii, 104 p. ;",,,miu,1985,"['Flint, Mich']",['Bamberger Books'],4,,,,,,,"[{'value': 'Introduction', 'type': '/type/text'}, {'value': 'Where I read what I read (A reading memoir)', 'type': '/type/text'}, {'value': 'A sound of distant thunder', 'type': '/type/text'}, {'value': 'The party', 'type': '/type/text'}, {'value': 'Fifty dollars', 'type': '/type/text'}, {'value': 'The graduate seminar.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Early Elkin,,,,/type/edition,,,,,,,[{'key': '/works/OL15014104W'}]
0,[{'key': '/authors/OL656496A'}],Leonard B. Scott.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,['3742845'],,['328902'],,['0345322460'],,,/books/OL2877921M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:56:12.329088,4,['PS3569.C647 C46 1985'],['84091669'],,,,,,438.0,,,,,438 p. :,,,nyu,1985,['New York'],['Ballantine Books'],4,,,,,"['Vietnamese Conflict, 1961-1975 -- Fiction.']",,,Charlie Mike,,,,/type/edition,,,,,,,[{'key': '/works/OL3740839W'}]
0,[{'key': '/authors/OL33396A'}],Reinaldo Arenas.,,,,[4199887],,,,,,['863'],1a ed.,,,,,,,['2852405'],,,,['8471784637'],,,/books/OL2880185M,[{'key': '/languages/spa'}],/type/datetime,2010-04-16T04:35:05.327504,4,['PQ7390.A72 O8 1982'],['84102937'],,,,,,420.0,,,,,420 p. ;,,,sp ,1982,"['Barcelona, España']",['Argos Vergara'],4,"['Bibliotheca del fénice ;', '7']",,,,,,,Otra vez el mar,,,,/type/edition,,,,,,,[{'key': '/works/OL502652W'}]
0,[{'key': '/authors/OL1244909A'}],Matyas Gödrös.,,,,,,,,,,['833/.914'],,,,,,,,['3558615'],,,,['3858300233'],,,/books/OL2885076M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:35:05.327504,3,['PT2667.O35 G3 1983'],['84109003'],,,,,,63.0,,,,,63 p. :,,,sz ,1983,['Zürich'],['Orte-Verlag'],3,,,,,,Aufzeichnungen eines ungemachten Schweizers,,ganze Matterhorn,Das ,,,/type/edition,,,,,,,[{'key': '/works/OL5378599W'}]
0,[{'key': '/authors/OL184854A'}],Anne Hébert ; translated by Sheila Fischman.,,,,[4200950],/type/datetime,2008-04-01T03:28:50.625462,,,,['843'],,,,,,,,['2029134'],,['303416'],,['0773720162'],,,/books/OL2896696M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T12:58:45.192210,5,['PQ3919.H37 F613 1983'],['84123912'],,,,/type/text,Translation of: Les fous de Bassan.,184.0,,,,,184 p. ;,,,onc,1983,['Toronto'],['Stoddart'],5,,,,,,,,In the shadow of the wind,,,,/type/edition,,,,,['Fous de Bassan.'],,[{'key': '/works/OL1652872W'}]
0,[{'key': '/authors/OL1261654A'}],Eberhard Späth.,,,,[4203118],,,,,,['823/.0872/09'],,,,,,,,['3856375'],,,,['3880980268'],,,/books/OL2927156M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:35:28.957006,4,['PR888.D4 S6 1983'],['84161990'],,,,/type/text,"Bibliography: p. 447-465.
A revision of the author's thesis (doctoral)--Universität Erlangen-Nürnberg, 1980.
Includes index.",472.0,,,,,"ix, 472 p. ;",,,gw ,1983,['Giessen'],['Hoffmann-Verlag'],4,"['Beiträge zur Anglistik ;', 'Bd. 6']",,,['20th century'],"['Detective and mystery stories, English -- History and criticism.', 'English fiction -- 20th century -- History and criticism.', 'Crime in literature.']",ein Beitrag zur Untersuchung der nicht so hohen Literatur,,"britische Kriminalroman, 1960-1975",Der ,,,/type/edition,,,,,,,[{'key': '/works/OL5406166W'}]
0,[{'key': '/authors/OL413173A'}],Robert Gray.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821'],,,,,,,,['7155573'],,['4195550'],,['0207148880'],,,/books/OL2940933M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:04:37.882274,4,['PR9619.3.G66 S55 1984'],['84179437'],,,,,,69.0,,,,,69 p. ;,,,enk,1984,['London'],['Angus & Robertson'],4,,,,,,,,skylight,The ,,,/type/edition,,,,,,,[{'key': '/works/OL2792244W'}]
0,[{'key': '/authors/OL190479A'}],Charles L. Grant ; based on the television series created by Chris Carter.,"['Carter, Chris, 1957-', 'Grant, Charles L.']",,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['2511946'],,['260919'],,['0002255464'],,,/books/OL295753M,[{'key': '/languages/eng'}],/type/datetime,2010-06-25T04:38:13.950280,4,['PS3557.R265 X18 1996b'],['97201737'],,,,/type/text,"""The X-files.""
""Based on the television series created by Chris Carter.""",435.0,,,,"['Goblins ; &, Whirlwind', 'Goblins ; and, Whirlwind', 'X-files (Television program)', 'Whirlwind.']",435 p. ;,,,enk,1996,['London'],['Voyager'],4,,,,,"['Mulder, Fox (Fictitious character) -- Fiction.', 'Scully, Dana (Fictitious character) -- Fiction.', 'Government investigators -- Fiction.', 'Horror tales, American.']","&, Whirlwind",,ins,Gobl,,,/type/edition,,,,,['Goblins'],,[{'key': '/works/OL1684407W'}]
0,[{'key': '/authors/OL191376A'}],"Felipe B. Pedraza Jiménez, Milagros Rodríguez Cáceres.","['Rodríguez Cáceres, Milagros.']",,,"[4909350, 3720445]",/type/datetime,2008-04-01T03:28:50.625462,,,,['860.9'],1a. ed.,,,,,,,['4281105'],,,,['8434425025'],,,/books/OL297236M,[{'key': '/languages/spa'}],/type/datetime,2010-04-13T16:48:57.101263,4,['PQ6032 .P38 1997'],['97203644'],,,,/type/text,Includes bibliographical references.,413.0,,,['37158006'],,413 p. ;,,,sp ,1997,['Barcelona'],['Editorial Ariel'],4,['Ariel literatura y crítica'],,,,['Spanish literature -- History and criticism.'],,,épocas de la literatura española,Las ,,,/type/edition,,,,,,,[{'key': '/works/OL1689047W'}]
0,[{'key': '/authors/OL1282294A'}],Joanne Stevens Sullivan ; designed and illustrated by the author.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.54'],1st ed.,,,,,,,['5026956'],,,,['093132100X'],,,/books/OL2981039M,[{'key': '/languages/eng'}],/type/datetime,2011-04-26T13:58:40.991366,4,['PS3569.U3477 O7 1984'],['84231414'],,,,/type/text,Poems.,109.0,,,['12083130'],,"ix, 109 p. :",,,oru,1984,"['Portland, Or']",['Mica Pub. Co.'],4,,,,,,,,Orchids in the sand,,,,/type/edition,,,,,,,[{'key': '/works/OL5447267W'}]
0,[{'key': '/authors/OL76013A'}],Guido Baldi.,,,,"[4929984, 3720757]",/type/datetime,2008-04-01T03:28:50.625462,,,,['858/.809'],,,,,,,,['2778117'],,,,['8845561186'],,,/books/OL298457M,[{'key': '/languages/ita'}],/type/datetime,2010-04-13T16:48:57.101263,4,['PQ4804 .B23 1996'],['97205094'],,,,/type/text,Includes bibliographical references and index.,322.0,,,,,322 p. ;,,,it ,1997,['Torino'],"['Scriptorium', 'Paravia']",4,"['Gli alambicchi ;', '11']",,,,"[""D'Annunzio, Gabriele, 1863-1938 -- Criticism and interpretation.""]","D'Annunzio tra ""decadenza"" e ""vita ascendente""",,inetto e il superuomo,L',,,/type/edition,,,,,,,[{'key': '/works/OL869999W'}]
0,[{'key': '/authors/OL514537A'}],Robin Bell.,,,,[4208272],,,,,,['821/.914'],,,,,,,,['3545576'],,,,"['0863340350', '0863340369']",,,/books/OL2990770M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:37:21.180930,4,['PR6052.E446 S77 1984'],['84245191'],,,,,,103.0,,,,,103 p. :,,,stk,1984,['Edinburgh'],['Macdonald'],4,,,['Scotland'],,['Country life -- Scotland -- Poetry.'],"a portrait album, 1945-1953",,Strathinver,,,,/type/edition,,,,,,,[{'key': '/works/OL3196741W'}]
0,[{'key': '/authors/OL192608A'}],Manuel Asensio.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,"['862/.64', 'B']",,,,,['Biography.'],,,['171792'],,,,['8460550095'],,,/books/OL299191M,[{'key': '/languages/spa'}],/type/datetime,2010-04-02T07:30:25.416042,3,['PQ6657.A4 Z57 1996'],['97205981'],,,,,,151.0,,,['37293719'],,151 p. :,,,sp ,1996,['Madrid'],['HTX'],3,,,,['20th century'],"['Gala, Antonio.', 'Authors, Spanish -- 20th century -- Biography.']",,,Vida y secretos de Antonio Gala,,,,/type/edition,,,,,,,[{'key': '/works/OL1694849W'}]
0,[{'key': '/authors/OL129973A'}],Walter Brecht.,,,,,,,,,,"['832/.912', 'B']",1. Aufl.,,,,,,,['326186'],,,,['3458141758'],,,/books/OL2994961M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:37:21.180930,3,['PT2603.R397 Z5764 1984'],['84250933'],,,,,,367.0,,,,,367 p. :,,,gw ,1984,['Frankfurt am Main'],['Insel'],3,,,['Augsburg (Germany)'],"['20th century', '20th century.']","['Brecht, Bertolt, 1898-1956 -- Family.', 'Brecht, Bertolt, 1898-1956 -- Homes and haunts -- Germany -- Augsburg.', 'Brecht family.', 'Authors, German -- 20th century -- Biography.', 'Augsburg (Germany) -- Intellectual life -- 20th century.', 'Augsburg (Germany) -- Biography.']",Erinnerungen,,"Unser Leben in Augsburg, damals",,,,/type/edition,,,,,,,[{'key': '/works/OL1283698W'}]
0,[{'key': '/authors/OL1287983A'}],Andrew McDonald.,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['821'],,,,,,,,['4024427'],,['2354688'],,"['0868061301', '086806131X']",,,/books/OL2997054M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T13:10:57.605966,4,['PR9619.3.M323 O64 1984'],['84254124'],,,,,,95.0,,,,,95 p. ;,,,at ,1984,"['Sydney, NSW']",['Hale & Iremonger'],4,,,,,,,,one true history,The ,,,/type/edition,,,,,,,[{'key': '/works/OL5460091W'}]
0,,"selección y prólogo, Luis López Nieves.","['López Nieves, Luis, 1950-']",,,[3721072],/type/datetime,2008-04-01T03:28:50.625462,,,,['863/.010897295'],1. ed.,,,,,,,['2789679'],,['1316043'],,['0847702871'],,,/books/OL300998M,[{'key': '/languages/spa'}],/type/datetime,2011-04-26T13:58:40.991366,5,['PQ7436.S5 T4 1997'],['97208195'],,,,,,114.0,,,['37849462'],,"xi, 114 p. ;",,,pr ,1997,"['San Juan, P.R']",['Editorial de la Universidad de Puerto Rico'],5,"['Colección Aquí y ahora ;', '24', 'Colección Aquí y ahora (San Juan, P.R.) ;', '24.']",,,['20th century.'],"['Short stories, Puerto Rican.', 'Puerto Rican fiction -- 20th century.']",antología : cuentos puertorriqueños de 1997,,Te traigo un cuento,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL193970A'}],Hugo Argüelles.,,,,[3721147],/type/datetime,2008-04-01T03:28:50.625462,,,,['862'],1. ed.,,,,,,,['2263929'],,,,['968856415X'],,,/books/OL301508M,[{'key': '/languages/spa'}],/type/datetime,2010-04-13T16:48:57.101263,4,['PQ7297.A833 T755 1997'],['97208888'],,,,,,399.0,,,,,399 p. :,,,mx ,1997,"['México, D.F']",['Plaza y Valdés Editores'],4,['Cinco centenarios'],,,,,,"[{'value': 'La galería del silencio', 'type': '/type/text'}, {'value': 'El ritual de la salamandra', 'type': '/type/text'}, {'value': 'Escarabajos.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Trilogía de los ritos,,,,/type/edition,,,,,,,[{'key': '/works/OL1702659W'}]
0,[{'key': '/authors/OL193991A'}],by James Earl Hardy.,"['Hardy, James Earl.']",,,[775463],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,['Fiction.'],,,['1058997'],,['1844513'],,['1555834205'],,,/books/OL301544M,[{'key': '/languages/eng'}],/type/datetime,2010-06-25T04:50:04.710386,5,['PS3558.A62375 B3 1997'],['97208937'],,,,,,283.0,,,['37604634'],['Back to back'],"283, xiii, 229 p. :",,,cau,1997,['Los Angeles'],['Alyson Books'],5,,,['New York (N.Y.)'],,"['African American gays -- Fiction.', 'African American men -- Fiction.', 'Gay men -- Fiction.', 'Humorous stories, American.', 'New York (N.Y.) -- Fiction.']",an anthology featuring the best-sellers B-boy blues and 2nd time around,,Back 2 back,,,,/type/edition,,,,,['B-boy blues'],,[{'key': '/works/OL1702757W'}]
0,[{'key': '/authors/OL232499A'}],by C.S. Forester.,,,,[188796],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],,,,,,,,['77038'],,['7574'],,['0316289299'],,,/books/OL3019968M,[{'key': '/languages/eng'}],/type/datetime,2014-04-05T19:03:26.712487,6,['PR6011.O56 H6 1985'],['85000092'],,,,,,325.0,hornbloweratropo00fore_0,,,,325 p. ;,,,mau,1985,['Boston'],"['Little, Brown']",6,,,['Great Britain'],['19th century'],"['Hornblower, Horatio (Fictitious character) -- Fiction.', 'Napoleonic Wars, 1800-1815 -- Fiction.', 'Great Britain -- History, Naval -- 19th century -- Fiction.']",,,Hornblower and the Atropos,,,,/type/edition,,,,,,,[{'key': '/works/OL1937787W'}]
0,[{'key': '/authors/OL38869A'}],Julian F. Thompson.,,,,[6908311],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"When his mother and brother are ""discontinued"" by a car bomb, Duncan begins a search for the killer and his motive, which takes him to a friendly group of people who seem interested in health food.",['[Fic]'],,,,,,['IA121512'],['discontinued00thom'],['1679845'],,['515250'],,['0590333216'],,,/books/OL3021897M,[{'key': '/languages/eng'}],/type/datetime,2011-10-10T18:31:01.838542,8,['PZ7.T371596 Di 1985'],['85002103'],,,,,,286.0,discontinued00thom,,['11815737'],,286 p. ;,,,nyu,1985,['New York'],['Scholastic'],8,,['ia:discontinued00thom'],,,['Murder -- Fiction.'],,,Discontinued,,,,/type/edition,,,,,,,[{'key': '/works/OL546256W'}]
