,authors,by_statement,contributions,contributors,copyright_date,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,translated_from,translation_of,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL951164A'}],by John Edward Westburg.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['810/.9/005'],,,,,,,,['5930816'],,,['087423056X'],,,/books/OL2044867M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PS228.L58 W47 1988'],['88021819'],,,,/type/text,"Bibliography: p. 131-144.
""A Mentor chapbook.""",145.0,,,['18222463'],['8 American small press writers of the 20th century plethora.'],"xiii, 145 p. :",,,wiu,1988,"['Fennimore, Wis']",['Westburg Associates Publishers'],4,,,['United States'],"['20th century', '20th century.']","['American literature -- 20th century -- History and criticism.', 'Small presses -- United States -- History -- 20th century.', 'Authors, American -- 20th century -- Biography.']",,,Eight American small press writers of the 20th century plethora,,,,/type/edition,,,,,,,[{'key': '/works/OL4633849W'}]
0,[{'key': '/authors/OL951195A'}],by Dana Brenford ; created and edited by Marion Dane Bauer ; illustrated by Kristi Shcaeppi.,"['Bauer, Marion Dane.', 'Schaeppi, Kristi.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"While learning the rugged sport of spelunking on a visit to King Cave, Peter, Kim, and Jason face an even bigger challenge when they find a mysterious trail of cartridges in a deep underground tunnel.",['[Fic]'],,,,,,,,['3877725'],,,['0896864219'],,,/books/OL2045796M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PZ7.B7514 Dan 1988'],['88022847'],,,,,,62.0,,,['18255531'],,62 p. :,,,mnu,1988,"['Mankato, MN, U.S.A']",['Crestwood House'],4,['A Green Street mystery'],,,,"['Caving -- Fiction.', 'Mystery and detective stories.']",,,Danger in the endless cave,,,,/type/edition,,,,,,,[{'key': '/works/OL4633958W'}]
0,[{'key': '/authors/OL658343A'}],by Rosa Guy.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"In a series of letters to his parents and friends, twelve-year-old Carl Davis III, chronicles his initial anger, confusion, and disdain as well as his gradual change of heart about being sent to a small Southern town to live with his grandmother.",['[Fic]'],,,,,['Fiction.'],,,['1359988'],,,['0385297246'],,,/books/OL2046564M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PZ7.G987 Up 1989'],['88023693'],,,,,,113.0,,,['18323024'],,113 p. ;,,,nyu,1989,"['New York, N.Y']",['Delacorte'],4,,,,,"['African Americans -- Fiction.', 'Parent and child -- Fiction.', 'Grandmothers -- Fiction.', 'Prejudices -- Fiction.', 'Friendship -- Fiction.']",,,The ups and downs of Carl Davis III,,,,/type/edition,,,,,,,[{'key': '/works/OL3748573W'}]
0,[{'key': '/authors/OL2656850A'}],Miss Read ; drawings by Harry Grimley.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,,,,['1691922'],,['139535'],['0897333187'],,,/books/OL2046999M,[{'key': '/languages/eng'}],/type/datetime,2013-03-30T03:31:17.046272,6,['PR6069.A42 M37 1988'],['88024184'],,,,,,223.0,,,['18350863'],,223 p. :,,,ilu,1988,"['Chicago, Ill']",['Academy Chicago Publishers'],6,,,['England'],,['Country life -- England -- Fiction.'],,,The market square,,,,/type/edition,,,,,,,[{'key': '/works/OL502003W'}]
0,[{'key': '/authors/OL951951A'}],Ken Radford.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"From her first night in an old boarding house located in the hills of North Wales, a young girl is aware of mysterious ghostly presences and determines to find an explanation for the haunting.",['[Fic]'],1st ed.,,,,,,,['5240413'],,,['0823407446'],,,/books/OL2047488M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PZ7.R117 Ce 1989'],['88024708'],,,,,,171.0,,,['18523006'],,171 p. ;,,,nyu,1989,['New York'],['Holiday House'],4,,,['Wales'],,"['Ghosts -- Fiction.', 'Wales -- Fiction.']",,,The cellar,,,,/type/edition,,,,,,,[{'key': '/works/OL4636744W'}]
0,[{'key': '/authors/OL230962A'}],Barbara Wilson.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,,,['1580939'],,['255177'],['0931188695'],,,/books/OL2049547M,[{'key': '/languages/eng'}],/type/datetime,2014-07-30T09:15:11.213039,7,['PS3573.I45678 D64 1989'],['88027016'],,,,,,206.0,dogcollarmurders00sjoh,,['19128882'],,206 p. ;,,,wau,1989,"['Seattle, WA']",['Seal Press'],7,,['ia:dogcollarmurders00sjoh'],"['Seattle (Wash.)', 'Washington (State)', 'Seattle']",,"['Women detectives -- Washington (State) -- Seattle -- Fiction.', 'Lesbians -- Fiction.', 'Seattle (Wash.) -- Fiction.']",,,The dog collar murders,,,,/type/edition,,,,,,,[{'key': '/works/OL1926324W'}]
0,[{'key': '/authors/OL290608A'}],Robin Klein ; illustrated by Noela Young.,"['Young, Noela, ill.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Mary-Anna Clutterworth and Sandra Sutton are bitter enemies, until they have to spend an afternoon in town together and get lost.",['[Fic]'],1st American ed.,,,,,,,['1706353'],,,['0525444793'],,,/books/OL2049778M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PZ7.K678347 En 1989'],['88027318'],,,,/type/text,"""Originally entitled The enemies and published 1982 in serial form in the New South Wales Department of Education's School magazine. Then published in Australia ... 1985 by Angus & Robertson""--T.p. verso.",68.0,,,['18834828'],,68 p. :,,,nyu,1989,['New York'],['Dutton'],4,,,,,"['Friendship -- Fiction.', 'Lost children -- Fiction.']",,,Enemies,,,,/type/edition,,,,,,,[{'key': '/works/OL2244230W'}]
0,[{'key': '/authors/OL21255A'}],Lawrence Block.,,,,,,/type/datetime,2008-10-27T05:10:19.892750,,,,['813.54'],Large print ed.,,,,,,,['3941709'],,,['0745116906'],,,/books/OL20501521M,[{'key': '/languages/eng'}],/type/datetime,2011-11-02T19:12:34.270725,5,,,,,,/type/text,"Originally published: London : Frederick Muller, 1966.",288.0,,,,,288p. ;,,,enk,1993,['Bath'],['Chivers'],5,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:3240275745:630'],,,,,,The girl with the long green heart,,,,/type/edition,,,,,,,[{'key': '/works/OL48412W'}]
0,[{'key': '/authors/OL220523A'}],Gary Kern.,,,,[1652141],,/type/datetime,2008-04-01T03:28:50.625462,,,,"['818/.5409', 'B']",,,,,,,,"['5106864', '4767641']",,['5807421'],"['0893708410', '0893709417']",,,/books/OL2050471M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:41:47.497166,5,['PS3561.E573 Z468 1990'],['88028071'],,,,,,177.0,,,,,177 p. ;,,,cau,1990,"['[Riverside, CA]', 'San Bernardino, CA, USA']","['Xenos Books', 'Distributed by the Borgo Press']",5,,,['United States'],['20th century'],"['Kern, Gary.', 'Authors, American -- 20th century -- Biography.', 'Translators -- United States -- Biography.']",,"[{'value': 'Quads', 'type': '/type/text'}, {'value': 'The old women', 'type': '/type/text'}, {'value': 'Polyglotts.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Misfortune,,,,/type/edition,,,,,,,[{'key': '/works/OL1841270W'}]
0,[{'key': '/authors/OL19905A'}],Piers Anthony and Robert E. Margroff.,"['Margroff, Robert E., 1930-']",,,[6926051],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA134703'],['serpentssilver00anth'],['912737'],,['35822'],['0312931034'],,,/books/OL2051454M,[{'key': '/languages/eng'}],/type/datetime,2011-11-11T23:51:02.824882,10,['PS3551.N73 S47 1988'],['88029163'],,,,/type/text,"""A TOR book""--T.p. verso.",313.0,serpentssilver00anth,,['18589972'],,313 p. ;,,,nyu,1988,['New York'],['T. Doherty Associates'],10,,"['marc:marc_records_scriblio_net/part20.dat:18282865:587', 'ia:serpentssilver00anth']",,,,,,Serpent's silver,,,,/type/edition,,,,,,,[{'key': '/works/OL80801W'}]
0,[{'key': '/authors/OL220554A'}],Peter Balakian.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.52'],,,,,,,,['1361180'],,['1547746'],['0807114898'],,,/books/OL2051498M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:42:35.537819,7,['PS3535.O39 Z56 1989'],['88029212'],,,,/type/text,Includes bibliographical references and index.,171.0,,,,,"xiii, 171 p. ;",,,lau,1989,['Baton Rouge'],['Louisiana State University Press'],7,,"['marc:marc_records_scriblio_net/part20.dat:18318390:671', 'marc:marc_ithaca_college/ic_marc.mrc:36780461:734']",,,"['Roethke, Theodore, 1908-1963 -- Criticism and interpretation']",the evolution of his poetry,,Theodore Roethke's far fields,,,,/type/edition,,,,,,,[{'key': '/works/OL1841411W'}]
0,[{'key': '/authors/OL953110A'}],Dee Garrison.,,,,[670463],,/type/datetime,2008-04-01T03:28:50.625462,,,,"['818/.5209', 'B']",,,,,,,,['2043385'],,['623691'],['0877226016'],,,/books/OL2051663M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:42:35.537819,8,['PS3543.O88 Z68 1989'],['88029386'],,,,/type/text,Includes bibliographical references and index.,377.0,,,,,"xix, 377 p., [16] p. of plates ;",,,pau,1989,['Philadelphia'],['Temple University Press'],8,['American civilization'],"['marc:marc_records_scriblio_net/part20.dat:18458537:973', 'marc:marc_ithaca_college/ic_marc.mrc:44134409:1122']",['United States'],['20th century'],"['Vorse, Mary Heaton, 1874-1966', 'Authors, American -- 20th century -- Biography', 'Journalists -- United States -- Biography', 'Feminists -- United States -- Biography', 'Labor leaders -- United States -- Historiography']",the life of an American insurgent,,Mary Heaton Vorse,,,,/type/edition,,,,,,,[{'key': '/works/OL4640772W'}]
0,[{'key': '/authors/OL40575A'}],Susan Rogers Cooper.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA143615'],['maningreenchevy00coop'],['1267878'],,['1146653'],['0312026048'],,,/books/OL2052114M,[{'key': '/languages/eng'}],/type/datetime,2014-04-05T19:32:50.018179,6,['PS3553.O6235 M36 1988'],['88029896'],,,,/type/text,"""A Thomas Dunne book.""",186.0,maningreenchevy00coop,,,,186 p. ;,,,nyu,1988,['New York'],"[""St. Martin's Press""]",6,,['ia:maningreenchevy00coop'],,,,,,The man in the green Chevy,,,,/type/edition,,,,,,,[{'key': '/works/OL553248W'}]
0,[{'key': '/authors/OL4410067A'}],Reginald Hill.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st U.S. ed.,,,,['Fiction.'],['IA130724'],,['3010708'],,['433713'],['0881501387'],,,/books/OL2053636M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T23:05:32.196473,9,['PR6058.I448 C65 1989'],['88031573'],,,,/type/text,"""First published in Great Britain, 1987, by William Collins Sons & Co. Ltd.""--T.p. verso.",448.0,collaborators00hill,,['18780522'],,448 p. ;,,,vtu,1989,"['Woodstock, Vt']",['Countryman Press'],9,,"['marc:marc_records_scriblio_net/part20.dat:20155877:887', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:8277001:1108', 'ia:collaborators00hill']",['France'],"['German occupation, 1940-1945']","['World War, 1939-1945 -- Underground movements -- Fiction', 'World War, 1939-1945 -- France -- Fiction', 'France -- History -- German occupation, 1940-1945 -- Fiction']",,,The collaborators,,,,/type/edition,,,,,,,[{'key': '/works/OL57016W'}]
0,[{'key': '/authors/OL33401A'}],Faith Sullivan.,,,,[94797],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['IA125616'],['capeannsull00sull'],['351160'],,['147496'],['0140119795'],,,/books/OL2056482M,[{'key': '/languages/eng'}],/type/datetime,2011-10-24T20:45:24.298065,8,['PS3569.U3469 C3 1989'],['88034862'],,,,/type/text,"""First published in the United States of America by Crown Publishers, Inc., 1988""--T.p. verso.",342.0,capeannsull00sull,,['18909347'],,342 p. ;,,,nyu,1989,"['New York, N.Y., U.S.A']",['Penguin'],8,['Contemporary American fiction'],['ia:capeannsull00sull'],,,,,,The Cape Ann,,,,/type/edition,,,,,,,[{'key': '/works/OL502784W'}]
0,[{'key': '/authors/OL34207A'}],by Nan Holcomb ; illustrated by Dot Yoder.,"['Yoder, Dot, 1921- ill.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Despite his excitement over walking with a new walker, three-year-old Patrick finds it isn't easy and becomes discouraged until his new friend, six-year-old Emma Lou who has spina bifida, helps him discover something important about himself.",['[E]'],,,,,['Fiction.'],,,['240134'],,,['0944727034'],,,/books/OL2057166M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PZ7.H6972 Pat 1989'],['88035769'],,,,,,32.0,,,['19067670'],,[32] p. :,,,pau,1989,"['Exton, Pa']",['Jason & Nordic'],4,['Turtle books'],['marc:marc_records_scriblio_net/part20.dat:23103751:1106'],,,"['People with disabilities -- Fiction', 'Cerebral palsy -- Fiction', 'Spina bifida -- Fiction', 'Self-acceptance -- Fiction']",,,Patrick and Emma Lou,,,,/type/edition,,,,,,,[{'key': '/works/OL46025W'}]
0,[{'key': '/authors/OL2622837A'}],by Dr. Seuss.,,,,"[255241, 254825]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Each time Bartholomew Cubbins attempts to obey the King's order to take off his hat, he finds there is another one on his head.",['[E]'],,,,,,,,"['7781', '1101936']",,['2327576'],"['039484484X', '0394944844']",,,/books/OL2059160M,[{'key': '/languages/eng'}],/type/datetime,2011-01-08T17:40:28.808695,8,['PZ8.G326 Fi 1990'],['88038412'],,,,/type/text,"""A Vanguard Press book.""",47.0,,,,['Five hundred hats of Bartholomew Cubbins.'],[47] p. :,,,nyu,1990,['New York'],['Random House'],8,,,,,"['Hats -- Fiction.', 'Fairy tales.']",,,The 500 hats of Bartholomew Cubbins,,,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/random056/88038412.html', 'http://www.loc.gov/catdir/description/random0413/88038412.html']","['http://www.loc.gov/catdir/bios/random056/88038412.html', 'http://www.loc.gov/catdir/description/random0413/88038412.html']",,,,[{'key': '/works/OL1898307W'}]
0,[{'key': '/authors/OL955428A'}],compiled by Randall Toye and Judith Hawkins Gaffney.,"['Gaffney, Judith Hawkins.']",,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],,,,,['Miscellanea.'],,,['4463459'],,['699141'],['0517680165'],,,/books/OL2059731M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,5,['PR6005.H66 Z89 1989'],['88039029'],,,,,,131.0,,,['18816478'],,131 p. ;,,,nyu,1989,['New York'],"['Bell Pub. Co.', 'Distributed by Crown']",5,,,,,"['Christie, Agatha, 1890-1976 -- Miscellanea.', 'Crossword puzzles.']",,,The Agatha Christie crossword puzzle book,,,,/type/edition,,,,,,,[{'key': '/works/OL4649324W'}]
0,[{'key': '/authors/OL1454821A'}],Richard Ford.,,,,[254474],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st Vintage contemporaries ed.,,,,,['IA178301'],['rockspringsstori00ford_0'],['304156'],,['170863'],['0394757009'],,,/books/OL2060667M,[{'key': '/languages/eng'}],/type/datetime,2012-05-14T21:56:44.332514,10,['PS3556.O713 R6 1988'],['88040060'],,,,,,235.0,rockspringsstori00ford_0,,,,"x, 235 p. ;",,,nyu,1988,['New York'],['Vintage Books'],10,['Vintage contemporaries'],"['marc:marc_records_scriblio_net/part20.dat:26252485:793', 'marc:marc_ithaca_college/ic_marc.mrc:200612320:747', 'ia:rockspringsstori00ford_0']",,,,stories,,Rock springs,,,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/random056/88040060.html', 'http://www.loc.gov/catdir/description/random046/88040060.html']","['http://www.loc.gov/catdir/bios/random056/88040060.html', 'http://www.loc.gov/catdir/description/random046/88040060.html']",,,,[{'key': '/works/OL2465640W'}]
0,[{'key': '/authors/OL124171A'}],Albert Camus ; translated from the French by Matthew Ward.,"['Ward, Matthew.']",,,[419742],,/type/datetime,2008-04-01T03:28:50.625462,,,,['843/.914'],1st Vintage International ed.,,,,,['IA107518'],,['49552'],,['2150'],['0679720200'],,,/books/OL2060906M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T16:36:31.955124,15,['PQ2605.A3734 E813 1989'],['88040378'],,,,/type/text,Translation of: L'étranger.,123.0,stranger00camu,,,,123 p. ;,,,nyu,1989,['New York'],['Vintage International'],15,,"['marc:marc_records_scriblio_net/part20.dat:26449288:967', 'marc:marc_cca/b10621386.out:26072728:937', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:76220951:3907', 'ia:stranger00camu', 'marc:marc_loc_updates/v38.i38.records.utf8:1375777:1102']",['Algeria'],,"['Murder -- Fiction', 'Algeria -- Fiction']",,,The stranger,,,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/random0414/88040378.html'],['http://www.loc.gov/catdir/description/random0414/88040378.html'],,['Etranger.'],,[{'key': '/works/OL15722008W'}]
0,[{'key': '/authors/OL240271A'}],Deborah Levy.,,,,[7011550],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st American ed.,,,,,['IA142417'],['beautifulmutants00levy'],['1499666'],,['211306'],['0670828920'],,,/books/OL2061097M,[{'key': '/languages/eng'}],/type/datetime,2012-01-18T05:25:18.504386,7,['PR6062.E9255 B4 1989'],['88040644'],,,,,,90.0,beautifulmutants00levy,,['19555757'],,90 p. ;,,,nyu,1989,"['New York, N.Y., U.S.A']",['Viking'],7,,['ia:beautifulmutants00levy'],,,,,,Beautiful mutants,,,,/type/edition,,,,,,,[{'key': '/works/OL1995939W'}]
0,[{'key': '/authors/OL26174A'}],by Jessie Haas.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A collection of interconnected short stories exploring the relationships of people to each other and to the animals in their lives.,['[Fic]'],1st ed.,,,,,,,['6433881'],,,['0688081290'],,,/books/OL2061956M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,3,['PZ7.H1129 Si 1988'],['88045226'],,,,,,180.0,,,['17803625'],,180 p. ;,,,nyu,1988,['New York'],['Greenwillow Books'],3,,,,,"['Interpersonal relations -- Fiction.', 'Animals -- Fiction.']",,,The sixth sense and other stories,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL531629A'}],by Nan Ryan.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['3497041'],,['1296946'],['1556111061'],,,/books/OL2062104M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,5,['PS3568.Y392 S74 1988'],['88045422'],,,,,,355.0,,,['18135752'],,"viii, 355 p. ;",,,nyu,1988,['New York'],['D.I. Fine'],5,,,,,,a novel,,Stardust,,,,/type/edition,,,,,,,[{'key': '/works/OL3261929W'}]
0,[{'key': '/authors/OL776827A'}],edited by Glenn C. Ellenbogen.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['817/.0025/73'],2nd ed.,,,,,,,['1973393'],,['594963'],['0960619070'],,,/books/OL2063600M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T07:57:18.775435,7,"['Z6514.W5 E57 1989', 'PN4877 E57 1989']",['88051217'],,,,/type/text,Includes indexes.,186.0,,,,,186 p. :,,,nyu,1989,"['New York, N.Y']",['Wry-Bred Press'],7,,"['marc:marc_records_scriblio_net/part20.dat:28695973:859', 'marc:marc_ithaca_college/ic_marc.mrc:36215560:919']",,,"['Wit and humor -- Periodicals -- Directories', 'Wit and humor -- Societies, etc. -- Directories', 'American periodicals -- Directories', 'Canadian periodicals -- Directories']",,,directory of humor magazines and humor organizations in America (and Canada),The ,,,/type/edition,,,,,,,[{'key': '/works/OL4133813W'}]
0,[{'key': '/authors/OL4374071A'}],Norah Whittle.,,,,,,/type/datetime,2008-10-29T07:56:06.816831,,,,['823/.914'],Large print ed.,,,,,,,['7306968'],,,['0851194184'],,,/books/OL20652586M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,,,,,,/type/text,"Originally published, London , Hurst & Blackett, 1968.",276.0,,,['7418805'],,276p. ;,,,xxk,1981,['Bath'],['Chivers'],4,['A Seymour book'],,,,,,,Listener's folly,,,,/type/edition,,,,,,,[{'key': '/works/OL10537610W'}]
0,[{'key': '/authors/OL6109342A'}],Keith Ridgway.,,,,,,/type/datetime,2008-10-29T11:27:01.075579,,,,['823/.914'],,,,,,,,['711005'],,['16096'],['0571191711'],,,/books/OL20697794M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,5,['PR6068.I287 L66 1998'],,,,,,,305.0,,,['38864360'],,305 p.,,,mau,1998,['London'],['Faber and Faber'],5,,,,,"['British -- Ireland -- Fiction.', 'Culture conflict -- Ireland -- Fiction.', 'Family -- Ireland -- Fiction.', 'Gay men -- Ireland -- Fiction.', 'Mothers and sons -- Ireland -- Fiction.']",,,The long falling,,,,/type/edition,,,,,,,[{'key': '/works/OL13199200W'}]
0,[{'key': '/authors/OL959811A'}],by Adeline Palen.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,['3359974'],,,['0961948809'],,,/books/OL2072923M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,4,['PS3566.A458 D44 1987'],['88103003'],,,,,,218.0,,,['18380849'],,218 p. ;,,,cou,1987,"['Boulder, Colo', 'Littleton, Colo']","['Blue Spruce Press', 'May be ordered from Association for Retarded Citizens/Arapahoe']",4,,,,,,,,Death among the lilacs,,,,/type/edition,,,,,,,[{'key': '/works/OL4664058W'}]
0,,edited by Nora Jones and Liz Ward.,"['Jones, Nora, 1942-', 'Ward, Liz.']",,,,,/type/datetime,2008-10-29T17:08:17.144887,,,,['821.91209358'],,,,,,,,['1856962'],,,['0948929502'],,,/books/OL20767291M,[{'key': '/languages/eng'}],/type/datetime,2011-06-08T06:51:49.382915,3,['PR1177 .F67 1991'],,,,,/type/text,Includes bibliographical references.,32.0,,,['59919730'],,"vi, 32 p. :",,,enk,1991,['Beverley'],['Highgate'],3,,,,,"['English poetry -- Women authors', 'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry']",women's poetry of the First World War,,The Forgotten army,,,,/type/edition,,,,,,,
0,[{'key': '/authors/OL540783A'}],Edith Flamarion.,"['Porée, Charles, 1675-1741.']",,,,,/type/datetime,2008-10-30T01:10:25.585446,,,,['872'],,,,,,,,['2784592'],,,['2728306001'],,,/books/OL20814649M,[{'key': '/languages/fre'}],/type/datetime,2010-04-16T13:50:21.075497,3,['PA8570.P6 L234 2002'],,,,,/type/text,"Includes bibliographical references.

Latin text of Lucius Junius Brutus by C. Porée (1675-1741), with facing French translation.",529.0,,,,,529 p. ;,,,it ,2002,['Roma'],['Ecole française de Rome'],3,"[""Collection de l'Ecole française de Rome -- 301""]",,,,"['Porée, Charles, -- 1675-1741.', 'Brutus, Marcus Junius, -- 85?-42 B.C. -- In literature.', 'Jesuit drama, Latin (Medieval and modern) -- History and criticism.']",sur le Brutus de Charles Porée (1708),,Théâtre jésuite néo-latin et antiquité,,,,/type/edition,,,,,,,[{'key': '/works/OL3336698W'}]
0,[{'key': '/authors/OL28522A'}],Shirley Hughes.,,,,,,/type/datetime,2008-10-30T05:40:20.670037,,/type/text,An alphabet book using Alfie and his sister Annie Rose to illustrate the letters from A to Z.,['[E]'],1st U.S. ed.,,,,,,,['498399'],,['519495'],['068816126X'],,,/books/OL20844994M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T17:08:56.386100,4,['PZ7.H87395 Alf 1998'],,,,,/type/text,CLC,32.0,,,,,[32] :,,,nyu,1998,['New York'],"['Lothrop, Lee & Shepard Books']",4,,['marc:marc_university_of_toronto/uoft.marc:1388225522:941'],,,"['Brothers and sisters -- Juvenile fiction', 'Alphabet']",,,Alfie's alphabet,,,,/type/edition,,,,,,,[{'key': '/works/OL59220W'}]
0,[{'key': '/authors/OL559992A'}],Clive Leatherdale.,,,,,,/type/datetime,2008-10-30T08:00:04.800207,,,,['823/.8'],,,,,,,,['7141750'],,['1434558'],['0718306570'],,,/books/OL20870382M,[{'key': '/languages/eng'}],/type/datetime,2010-08-18T17:29:49.077199,4,['PR6037.T617 Z734 1987'],,,,,/type/text,Bibliography: p. [237]-239.,239.0,,,,,"239 p., [12] p. of plates :",,,enk,1987,['London (England)'],['Kimber'],4,,,,,"['Stoker, Bram, -- 1847-1912 -- Sources.']",the background to Bram Stoker's Gothic masterpiece,,origins of Dracula,The ,,,/type/edition,,,,,,,[{'key': '/works/OL3411041W'}]
0,[{'key': '/authors/OL153005A'}],"Traugott Meyer ; [Redaktion, Markus Christ ... et al.].","['Christ, Markus.']",,,,,,,,,,['833/.912'],,,,,,,,['4009893'],,,['3794129393'],,,/books/OL2087574M,[{'key': '/languages/ger'}],/type/datetime,2010-04-16T04:12:48.673725,3,['PT2625 .E866 1987'],['88128911'],,,,/type/text,Includes bibliographies.,,,,,,8 v. :,,,sz ,1987,['Aarau'],['Sauerländer'],3,"['Lebendige Mundart ;', 'Bd. 11-18', 'Lebendige Mundart ;', 'Bd. 11, etc.']",,,,,,"[{'value': 'Bd. 1. S Bottebrächts Miggel', 'type': '/type/text'}, {'value': 'Bd. 2. S Tunälldorf', 'type': '/type/text'}, {'value': 'Bd. 3. Dr Wächtersämmi und anderi Gschichte', 'type': '/type/text'}, {'value': 'Bd. 4. Uff e Wäg', 'type': '/type/text'}, {'value': 'Bd. 5. Us Härz und Heimet', 'type': '/type/text'}, {'value': 'Bd. 6. Der Gänneral Sutter', 'type': '/type/text'}, {'value': 'Bd. 7. Land und Lüt', 'type': '/type/text'}, {'value': 'Bd. 8. My Wäg.', 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",Gesammelte Werke,,,,/type/edition,,,,,['Works.'],,[{'key': '/works/OL1452676W'}]
0,[{'key': '/authors/OL402789A'}],J.G. Ballard.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,['Fiction.'],,,['1185823'],,['160147'],['0575041528'],,,/books/OL2089208M,[{'key': '/languages/eng'}],/type/datetime,2010-07-31T08:07:14.983221,6,['PR6052.A46 D38 1987'],['88131450'],,,,,,254.0,,,,,254 p. ;,,,enk,1987,['London'],['Gollancz'],6,,"['marc:marc_records_scriblio_net/part20.dat:50095382:673', 'marc:marc_loc_updates/v36.i24.records.utf8:1488883:674', 'marc:marc_loc_updates/v37.i17.records.utf8:2936574:679']","['Africa, Central', 'Sahara']",,"['Physicians -- Fiction', 'Water supply -- Fiction', 'Africa, Central -- Fiction', 'Sahara -- Fiction']",,,day of creation,The ,,,/type/edition,,,,,,,[{'key': '/works/OL2745974W'}]
